"","x"
"CL0000057.762",7
"CL0000057.763",8
"CL0000057.764",8
"CL0000057.765",10
"CL0000057.766",10
"CL0000057.767",7
"CL0000057.768",7
"CL0000057.769",10
"CL0000057.770",8
"CL0000057.771",7
"CL0000057.772",7
"CL0000057.773",7
"CL0000057.774",12
"CL0000057.775",10
"CL0000057.776",7
"CL0000057.777",12
"CL0000057.778",8
"CL0000057.779",8
"CL0000057.780",6
"CL0000057.781",7
"CL0000057.782",10
"CL0000057.783",7
"CL0000057.784",10
"CL0000057.785",10
"CL0000057.786",7
"CL0000057.787",10
"CL0000057.788",7
"CL0000057.789",9
"CL0000057.790",6
"CL0000057.791",7
"CL0000057.792",10
"CL0000057.793",7
"CL0000057.794",6
"CL0000057.795",6
"CL0000057.796",7
"CL0000057.797",7
"CL0000057.798",10
"CL0000057.799",6
"CL0000057.800",10
"CL0000057.801",7
"CL0000057.802",7
"CL0000057.803",8
"CL0000057.804",8
"CL0000057.805",7
"CL0000057.806",7
"CL0000057.807",10
"CL0000057.808",10
"CL0000057.809",10
"CL0000057.810",6
"CL0000057.811",7
"CL0000057.812",12
"CL0000057.813",6
"CL0000057.814",10
"CL0000057.815",12
"CL0000057.816",7
"CL0000057.817",7
"CL0000057.818",10
"CL0000057.819",6
"CL0000057.820",7
"CL0000057.821",10
"CL0000057.822",6
"CL0000057.823",7
"CL0000057.824",8
"CL0000057.825",7
"CL0000057.826",8
"CL0000057.827",7
"CL0000057.828",8
"CL0000057.829",10
"CL0000057.830",6
"CL0000057.831",9
"CL0000057.832",10
"CL0000057.833",7
"CL0000057.834",7
"CL0000057.835",7
"CL0000057.836",10
"CL0000057.837",10
"CL0000057.838",12
"CL0000057.839",10
"CL0000057.840",7
"CL0000057.841",8
"CL0000057.842",9
"CL0000057.843",10
"CL0000057.844",7
"CL0000057.845",7
"CL0000057.846",6
"CL0000057.847",7
"CL0000057.848",7
"CL0000057.849",6
"CL0000057.850",6
"CL0000057.851",6
"CL0000057.852",10
"CL0000057.853",7
"CL0000057.854",8
"CL0000057.855",7
"CL0000057.856",7
"CL0000057.857",10
"CL0000057.858",10
"CL0000057.859",7
"CL0000057.860",8
"CL0000057.861",10
"CL0000057.862",7
"CL0000057.863",10
"CL0000057.864",7
"CL0000057.865",10
"CL0000057.866",7
"CL0000057.867",6
"CL0000057.868",9
"CL0000057.869",7
"CL0000057.870",10
"CL0000057.871",10
"CL0000057.872",7
"CL0000057.873",12
"CL0000057.874",7
"CL0000057.875",7
"CL0000057.876",7
"CL0000057.877",7
"CL0000057.878",6
"CL0000057.879",7
"CL0000057.880",6
"CL0000057.881",6
"CL0000057.882",12
"CL0000057.883",9
"CL0000057.884",7
"CL0000057.885",12
"CL0000057.886",9
"CL0000057.887",8
"CL0000057.888",7
"CL0000057.889",10
"CL0000057.890",12
"CL0000057.891",7
"CL0000057.892",7
"CL0000057.893",9
"CL0000057.894",10
"CL0000057.895",10
"CL0000057.896",12
"CL0000057.897",7
"CL0000057.898",7
"CL0000057.899",7
"CL0000057.900",7
"CL0000057.901",9
"CL0000057.902",8
"CL0000057.903",7
"CL0000057.904",7
"CL0000057.905",7
"CL0000057.906",10
"CL0000057.907",9
"CL0000057.908",7
"CL0000057.909",7
"CL0000057.910",6
"CL0000057.911",10
"CL0000057.912",10
"CL0000057.913",7
"CL0000057.914",7
"CL0000057.915",8
"CL0000057.916",10
"CL0000057.917",7
"CL0000057.918",7
"CL0000057.919",10
"CL0000057.920",7
"CL0000057.921",16
"CL0000057.922",6
"CL0000057.923",6
"CL0000057.924",12
"CL0000057.925",12
"CL0000057.926",10
"CL0000057.927",10
"CL0000057.928",8
"CL0000057.929",8
"CL0000057.930",9
"CL0000057.931",7
"CL0000057.932",7
"CL0000057.933",7
"CL0000057.934",8
"CL0000057.935",8
"CL0000057.936",10
"CL0000057.937",10
"CL0000057.938",10
"CL0000057.939",10
"CL0000057.940",10
"CL0000057.941",10
"CL0000057.942",7
"CL0000057.943",7
"CL0000057.944",6
"CL0000057.945",7
"CL0000057.946",8
"CL0000057.947",10
"CL0000057.948",9
"CL0000057.949",7
"CL0000057.950",7
"CL0000057.951",7
"CL0000057.952",12
"CL0000057.953",8
"CL0000057.954",7
"CL0000057.955",10
"CL0000057.956",7
"CL0000057.957",7
"CL0000057.958",10
"CL0000057.959",10
"CL0000057.960",12
"CL0000057.961",7
"CL0000057.962",7
"CL0000057.963",10
"CL0000057.964",7
"CL0000057.965",10
"CL0000057.966",7
"CL0000057.967",10
"CL0000057.968",7
"CL0000057.969",10
"CL0000057.970",6
"CL0000057.971",10
"CL0000057.972",10
"CL0000057.973",7
"CL0000057.974",8
"CL0000057.975",6
"CL0000057.976",12
"CL0000057.977",6
"CL0000057.978",10
"CL0000057.979",8
"CL0000057.980",8
"CL0000057.981",7
"CL0000057.982",7
"CL0000057.983",7
"CL0000057.984",8
"CL0000057.985",10
"CL0000057.986",9
"CL0000057.987",7
"CL0000057.988",7
"CL0000057.989",12
"CL0000057.990",10
"CL0000057.991",6
"CL0000057.992",10
"CL0000057.993",7
"CL0000057.994",7
"CL0000057.995",10
"CL0000057.996",6
"CL0000057.997",7
"CL0000057.998",12
"CL0000057.999",8
"CL0000057.1000",10
"CL0000057.1001",8
"CL0000057.1002",7
"CL0000057.1003",7
"CL0000057.1004",7
"CL0000057.1005",7
"CL0000057.1006",7
"CL0000057.1007",7
"CL0000057.1008",10
"CL0000057.1009",7
"CL0000057.1010",8
"CL0000057.1011",12
"CL0000057.1012",7
"CL0000057.1013",6
"CL0000057.1014",12
"CL0000057.1015",6
"CL0000057.1016",7
"CL0000057.1017",10
"CL0000057.1018",7
"CL0000057.1019",12
"CL0000057.1020",10
"CL0000057.1021",8
"CL0000057.1022",8
"CL0000057.1023",10
"CL0000057.1024",6
"CL0000057.1025",10
"CL0000057.1026",7
"CL0000057.1027",10
"CL0000057.1028",8
"CL0000057.1029",8
"CL0000057.1030",10
"CL0000057.1031",7
"CL0000057.1032",7
"CL0000057.1033",10
"CL0000057.1034",7
"CL0000057.1035",6
"CL0000057.1036",10
"CL0000057.1037",7
"CL0000057.1038",7
"CL0000057.1039",12
"CL0000057.1040",10
"CL0000057.1041",7
"CL0000057.1042",7
"CL0000057.1043",10
"CL0000057.1044",10
"CL0000057.1045",8
"CL0000057.1046",10
"CL0000057.1047",10
"CL0000057.1048",8
"CL0000057.1049",10
"CL0000057.1050",12
"CL0000057.1051",12
"CL0000057.1052",10
"CL0000057.1053",8
"CL0000057.1054",12
"CL0000057.1055",7
"CL0000057.1056",7
"CL0000057.1057",7
"CL0000057.1058",7
"CL0000057.1059",10
"CL0000057.1060",8
"CL0000057.1061",8
"CL0000057.1062",7
"CL0000057.1063",10
"CL0000057.1064",10
"CL0000057.1065",10
"CL0000057.1066",8
"CL0000057.1067",6
"CL0000057.1068",7
"CL0000057.1069",10
"CL0000057.1070",10
"CL0000057.1071",10
"CL0000057.1072",6
"CL0000057.1073",7
"CL0000057.1074",10
"CL0000057.1075",12
"CL0000057.1076",12
"CL0000057.1077",12
"CL0000057.1078",7
"CL0000057.1079",6
"CL0000057.1080",10
"CL0000057.1081",7
"CL0000057.1082",7
"CL0000057.1083",7
"CL0000057.1084",8
"CL0000057.1085",8
"CL0000057.1086",7
"CL0000057.1087",10
"CL0000057.1088",8
"CL0000057.1089",7
"CL0000057.1090",10
"CL0000057.1091",10
"CL0000057.1092",8
"CL0000057.1093",7
"CL0000057.1094",8
"CL0000057.1095",6
"CL0000057.1096",7
"CL0000057.1097",8
"CL0000057.1098",10
"CL0000057.1099",7
"CL0000057.1100",7
"CL0000057.1101",8
"CL0000057.1102",8
"CL0000057.1103",7
"CL0000057.1104",7
"CL0000057.1105",9
"CL0000057.1106",7
"CL0000057.1107",8
"CL0000057.1108",8
"CL0000057.1109",10
"CL0000057.1110",10
"CL0000057.1111",6
"CL0000057.1112",7
"CL0000057.1113",10
"CL0000057.1114",8
"CL0000057.1115",10
"CL0000057.1116",7
"CL0000057.1117",10
"CL0000057.1118",7
"CL0000057.1119",7
"CL0000057.1120",12
"CL0000057.1121",8
"CL0000057.1122",7
"CL0000057.1123",10
"CL0000057.1124",10
"CL0000057.1125",10
"CL0000057.1126",9
"CL0000057.1127",10
"CL0000057.1128",12
"CL0000057.1129",10
"CL0000057.1130",10
"CL0000057.1131",10
"CL0000057.1132",7
"CL0000057.1133",12
"CL0000057.1134",7
"CL0000057.1135",7
"CL0000057.1136",10
"CL0000057.1137",10
"CL0000057.1138",6
"CL0000057.1139",8
"CL0000057.1140",9
"CL0000057.1141",10
"CL0000057.1142",10
"CL0000057.1143",7
"CL0000057.1144",7
"CL0000057.1145",7
"CL0000057.1146",8
"CL0000057.1147",12
"CL0000057.1148",7
"CL0000057.1149",7
"CL0000057.1150",10
"CL0000057.1151",7
"CL0000057.1152",12
"CL0000057.1153",8
"CL0000057.1154",6
"CL0000057.1155",8
"CL0000057.1156",10
"CL0000057.1157",7
"CL0000057.1158",8
"CL0000057.1159",9
"CL0000057.1160",10
"CL0000057.1161",12
"CL0000057.1162",7
"CL0000057.1163",12
"CL0000057.1164",7
"CL0000057.1165",10
"CL0000057.1166",10
"CL0000057.1167",9
"CL0000057.1168",6
"CL0000057.1169",10
"CL0000057.1170",7
"CL0000057.1171",10
"CL0000057.1172",8
"CL0000057.1173",7
"CL0000057.1174",7
"CL0000057.1175",7
"CL0000057.1176",6
"CL0000057.1177",10
"CL0000057.1178",10
"CL0000057.1179",6
"CL0000057.1180",10
"CL0000057.1181",8
"CL0000057.1182",7
"CL0000057.1183",10
"CL0000057.1184",7
"CL0000057.1185",10
"CL0000057.1186",10
"CL0000057.1187",7
"CL0000057.1188",8
"CL0000057.1189",8
"CL0000057.1190",7
"CL0000057.1191",12
"CL0000057.1192",9
"CL0000057.1193",7
"CL0000057.1194",9
"CL0000057.1195",8
"CL0000057.1196",9
"CL0000057.1197",7
"CL0000057.1198",12
"CL0000057.1199",10
"CL0000057.1200",7
"CL0000057.1201",7
"CL0000057.1202",8
"CL0000057.1203",10
"CL0000057.1204",9
"CL0000057.1205",7
"CL0000057.1206",7
"CL0000057.1207",7
"CL0000057.1208",12
"CL0000057.1209",12
"CL0000057.1210",10
"CL0000057.1211",8
"CL0000057.1212",10
"CL0000057.1213",12
"CL0000057.1214",10
"CL0000057.1215",6
"CL0000057.1216",8
"CL0000057.1217",10
"CL0000057.1218",12
"CL0000057.1219",10
"CL0000057.1220",6
"CL0000057.1221",7
"CL0000057.1222",7
"CL0000057.1223",6
"CL0000057.1224",6
"CL0000057.1225",10
"CL0000057.1226",8
"CL0000057.1227",7
"CL0000057.1228",7
"CL0000057.1229",6
"CL0000057.1230",8
"CL0000057.1231",10
"CL0000057.1232",6
"CL0000057.1233",7
"CL0000057.1234",6
"CL0000057.1235",12
"CL0000057.1236",8
"CL0000057.1237",10
"CL0000057.1238",12
"CL0000057.1239",10
"CL0000057.1240",7
"CL0000057.1241",7
"CL0000057.1242",10
"CL0000057.1243",7
"CL0000057.1244",7
"CL0000057.1245",10
"CL0000057.1246",7
"CL0000057.1247",10
"CL0000057.1248",7
"CL0000057.1249",6
"CL0000057.1250",7
"CL0000057.1251",7
"CL0000057.1252",8
"CL0000057.1253",10
"CL0000057.1254",7
"CL0000057.1255",7
"CL0000057.1256",10
"CL0000057.1257",7
"CL0000057.1258",8
"CL0000057.1259",7
"CL0000057.1260",7
"CL0000057.1261",10
"CL0000057.1262",12
"CL0000057.1263",6
"CL0000057.1264",8
"CL0000057.1265",7
"CL0000057.1266",10
"CL0000057.1267",8
"CL0000057.1268",12
"CL0000057.1269",12
"CL0000057.1270",10
"CL0000057.1271",12
"CL0000057.1272",7
"CL0000057.1273",7
"CL0000057.1274",10
"CL0000057.1275",8
"CL0000057.1276",10
"CL0000057.1277",7
"CL0000057.1278",10
"CL0000057.1279",6
"CL0000057.1280",7
"CL0000057.1281",6
"CL0000057.1282",10
"CL0000057.1283",10
"CL0000057.1284",10
"CL0000057.1285",12
"CL0000057.1286",7
"CL0000057.1287",10
"CL0000057.1288",6
"CL0000057.1289",8
"CL0000057.1290",12
"CL0000057.1291",7
"CL0000057.1292",8
"CL0000057.1293",10
"CL0000057.1294",8
"CL0000057.1295",12
"CL0000057.1296",7
"CL0000057.1297",7
"CL0000057.1298",8
"CL0000057.1299",9
"CL0000057.1300",10
"CL0000057.1301",7
"CL0000057.1302",6
"CL0000057.1303",9
"CL0000057.1304",10
"CL0000057.1305",8
"CL0000057.1306",7
"CL0000057.1307",6
"CL0000057.1308",7
"CL0000057.1309",8
"CL0000057.1310",10
"CL0000057.1311",7
"CL0000057.1312",10
"CL0000057.1313",8
"CL0000057.1314",6
"CL0000057.1315",25
"CL0000057.1316",9
"CL0000057.1317",7
"CL0000057.1318",7
"CL0000057.1319",10
"CL0000057.1320",10
"CL0000057.1321",10
"CL0000057.1322",10
"CL0000057.1323",8
"CL0000057.1324",9
"CL0000057.1325",12
"CL0000057.1326",7
"CL0000057.1327",10
"CL0000057.1328",7
"CL0000057.1329",10
"CL0000057.1330",12
"CL0000057.1331",8
"CL0000057.1332",7
"CL0000057.1333",10
"CL0000057.1334",7
"CL0000057.1335",10
"CL0000057.1336",12
"CL0000057.1337",12
"CL0000057.1338",8
"CL0000057.1339",7
"CL0000057.1340",8
"CL0000057.1341",10
"CL0000057.1342",7
"CL0000057.1343",7
"CL0000057.1344",10
"CL0000057.1345",12
"CL0000057.1346",9
"CL0000057.1347",10
"CL0000057.1348",10
"CL0000057.1349",7
"CL0000057.1350",7
"CL0000057.1351",6
"CL0000057.1352",7
"CL0000057.1353",7
"CL0000057.1354",10
"CL0000057.1355",10
"CL0000057.1356",6
"CL0000057.1357",7
"CL0000057.1358",7
"CL0000057.1359",7
"CL0000057.1360",7
"CL0000057.1361",7
"CL0000057.1362",9
"CL0000057.1363",7
"CL0000057.1364",7
"CL0000057.1365",9
"CL0000057.1366",6
"CL0000057.1367",10
"CL0000057.1368",7
"CL0000057.1369",7
"CL0000057.1370",6
"CL0000057.1371",6
"CL0000057.1372",6
"CL0000057.1373",7
"CL0000057.1374",8
"CL0000057.1375",7
"CL0000057.1376",10
"CL0000057.1377",7
"CL0000057.1378",7
"CL0000057.1379",7
"CL0000057.1380",7
"CL0000057.1381",8
"CL0000057.1382",10
"CL0000057.1383",8
"CL0000057.1384",7
"CL0000057.1385",9
"CL0000057.1386",8
"CL0000057.1387",12
"CL0000057.1388",12
"CL0000057.1389",9
"CL0000057.1390",7
"CL0000057.1391",10
"CL0000057.1392",8
"CL0000057.1393",7
"CL0000057.1394",8
"CL0000057.1395",10
"CL0000057.1396",8
"CL0000057.1397",8
"CL0000057.1398",10
"CL0000057.1399",6
"CL0000057.1400",6
"CL0000057.1401",10
"CL0000057.1402",8
"CL0000057.1403",10
"CL0000057.1404",6
"CL0000057.1405",7
"CL0000057.1406",10
"CL0000057.1407",7
"CL0000057.1408",9
"CL0000057.1409",7
"CL0000057.1410",6
"CL0000057.1411",7
"CL0000057.1412",8
"CL0000057.1413",8
"CL0000057.1414",7
"CL0000057.1415",12
"CL0000057.1416",12
"CL0000057.1417",6
"CL0000057.1418",10
"CL0000057.1419",7
"CL0000057.1420",8
"CL0000057.1421",7
"CL0000057.1422",12
"CL0000057.1423",7
"CL0000057.1424",10
"CL0000057.1425",8
"CL0000057.1426",8
"CL0000057.1427",6
"CL0000057.1428",10
"CL0000057.1429",10
"CL0000057.1430",8
"CL0000057.1431",7
"CL0000057.1432",7
"CL0000057.1433",10
"CL0000057.1434",6
"CL0000057.1435",7
"CL0000057.1436",7
"CL0000057.1437",12
"CL0000057.1438",7
"CL0000057.1439",10
"CL0000057.1440",8
"CL0000057.1441",10
"CL0000057.1442",10
"CL0000057.1443",7
"CL0000057.1444",10
"CL0000057.1445",6
"CL0000057.1446",7
"CL0000057.1447",7
"CL0000057.1448",7
"CL0000057.1449",7
"CL0000057.1450",10
"CL0000057.1451",7
"CL0000057.1452",8
"CL0000057.1453",7
"CL0000057.1454",7
"CL0000057.1455",7
"CL0000057.1456",10
"CL0000057.1457",6
"CL0000057.1458",6
"CL0000057.1459",7
"CL0000057.1460",7
"CL0000057.1461",10
"CL0000057.1462",12
"CL0000057.1463",8
"CL0000057.1464",12
"CL0000057.1465",10
"CL0000057.1466",6
"CL0000057.1467",9
"CL0000057.1468",12
"CL0000057.1469",10
"CL0000057.1470",10
"CL0000057.1471",10
"CL0000057.1472",10
"CL0000057.1473",10
"CL0000057.1474",7
"CL0000057.1475",9
"CL0000057.1476",10
"CL0000057.1477",7
"CL0000057.1478",10
"CL0000057.1479",7
"CL0000057.1480",9
"CL0000057.1481",6
"CL0000057.1482",7
"CL0000057.1483",10
"CL0000057.1484",6
"CL0000057.1485",10
"CL0000057.1486",7
"CL0000057.1487",7
"CL0000057.1488",10
"CL0000057.1489",7
"CL0000057.1490",10
"CL0000057.1491",10
"CL0000057.1492",7
"CL0000057.1493",3
"CL0000057.1494",10
"CL0000057.1495",6
"CL0000057.1496",8
"CL0000057.1497",7
"CL0000057.1498",7
"CL0000057.1499",7
"CL0000057.1500",7
"CL0000057.1501",8
"CL0000057.1502",6
"CL0000057.1503",10
"CL0000057.1504",10
"CL0000057.1505",10
"CL0000057.1506",7
"CL0000057.1507",6
"CL0000057.1508",6
"CL0000057.1509",10
"CL0000057.1510",9
"CL0000057.1511",12
"CL0000057.1512",6
"CL0000057.1513",7
"CL0000057.1514",10
"CL0000057.1515",8
"CL0000057.1516",12
"CL0000057.1517",7
"CL0000057.1518",10
"CL0000057.1519",12
"CL0000057.1520",7
"CL0000057.1521",7
"CL0000057.1522",12
"CL0000057.1523",8
"CL0000057.1524",7
"CL0000057.1525",12
"CL0000057.1526",10
"CL0000057.1527",10
"CL0000057.1528",7
"CL0000057.1529",9
"CL0000057.1530",8
"CL0000057.1531",7
"CL0000057.1532",12
"CL0000057.1533",10
"CL0000057.1534",8
"CL0000057.1535",10
"CL0000057.1536",12
"CL0000057.1537",7
"CL0000057.1538",7
"CL0000057.1539",8
"CL0000057.1540",12
"CL0000057.1541",7
"CL0000057.1542",7
"CL0000057.1543",10
"CL0000057.1544",7
"CL0000057.1545",7
"CL0000057.1546",7
"CL0000057.1547",7
"CL0000057.1548",10
"CL0000057.1549",12
"CL0000057.1550",6
"CL0000057.1551",7
"CL0000057.1552",7
"CL0000057.1553",10
"CL0000057.1554",8
"CL0000057.1555",12
"CL0000057.1556",9
"CL0000057.1557",10
"CL0000057.1558",10
"CL0000057.1559",9
"CL0000057.1560",9
"CL0000057.1561",10
"CL0000057.1562",7
"CL0000057.1563",6
"CL0000057.1564",6
"CL0000057.1565",12
"CL0000057.1566",7
"CL0000057.1567",7
"CL0000057.1568",10
"CL0000057.1569",8
"CL0000057.1570",6
"CL0000057.1571",7
"CL0000057.1572",6
"CL0000057.1573",7
"CL0000057.1574",12
"CL0000057.1575",8
"CL0000057.1576",8
"CL0000057.1577",7
"CL0000057.1578",6
"CL0000057.1579",9
"CL0000057.1580",7
"CL0000057.1581",7
"CL0000057.1582",6
"CL0000057.1583",8
"CL0000057.1584",10
"CL0000057.1585",10
"CL0000057.1586",7
"CL0000057.1587",8
"CL0000057.1588",10
"CL0000057.1589",8
"CL0000057.1590",9
"CL0000057.1591",10
"CL0000057.1592",7
"CL0000057.1593",7
"CL0000057.1594",10
"CL0000057.1595",10
"CL0000057.1596",10
"CL0000057.1597",6
"CL0000057.1598",7
"CL0000057.1599",12
"CL0000057.1600",10
"CL0000057.1601",10
"CL0000057.1602",8
"CL0000057.1603",8
"CL0000057.1604",7
"CL0000057.1605",10
"CL0000057.1606",6
"CL0000057.1607",10
"CL0000057.1608",6
"CL0000057.1609",7
"CL0000057.1610",7
"CL0000057.1611",10
"CL0000057.1612",7
"CL0000057.1613",6
"CL0000057.1614",8
"CL0000057.1615",6
"CL0000057.1616",7
"CL0000057.1617",7
"CL0000057.1618",7
"CL0000057.1619",8
"CL0000057.1620",7
"CL0000057.1621",7
"CL0000057.1622",7
"CL0000057.1623",12
"CL0000057.1624",10
"CL0000057.1625",10
"CL0000057.1626",12
"CL0000057.1627",6
"CL0000057.1628",7
"CL0000057.1629",10
"CL0000057.1630",7
"CL0000057.1631",10
"CL0000057.1632",12
"CL0000057.1633",7
"CL0000057.1634",7
"CL0000057.1635",7
"CL0000057.1636",10
"CL0000057.1637",12
"CL0000057.1638",12
"CL0000057.1639",10
"CL0000057.1640",6
"CL0000057.1641",10
"CL0000057.1642",6
"CL0000057.1643",12
"CL0000057.1644",7
"CL0000057.1645",10
"CL0000057.1646",9
"CL0000057.1647",12
"CL0000057.1648",8
"CL0000057.1649",7
"CL0000057.1650",7
"CL0000057.1651",6
"CL0000057.1652",7
"CL0000057.1653",10
"CL0000057.1654",10
"CL0000057.1655",12
"CL0000057.1656",6
"CL0000057.1657",7
"CL0000057.1658",8
"CL0000057.1659",7
"CL0000057.1660",7
"CL0000057.1661",10
"CL0000057.1662",10
"CL0000057.1663",8
"CL0000057.1664",7
"CL0000057.1665",7
"CL0000057.1666",8
"CL0000057.1667",12
"CL0000057.1668",10
"CL0000057.1669",6
"CL0000057.1670",6
"CL0000057.1671",6
"CL0000057.1672",6
"CL0000057.1673",10
"CL0000057.1674",7
"CL0000057.1675",12
"CL0000057.1676",9
"CL0000057.1677",7
"CL0000057.1678",7
"CL0000057.1679",7
"CL0000057.1680",8
"CL0000057.1681",6
"CL0000057.1682",7
"CL0000057.1683",6
"CL0000057.1684",7
"CL0000057.1685",7
"CL0000057.1686",6
"CL0000057.1687",7
"CL0000057.1688",7
"CL0000057.1689",12
"CL0000057.1690",7
"CL0000057.1691",6
"CL0000057.1692",8
"CL0000057.1693",7
"CL0000057.1694",10
"CL0000057.1695",7
"CL0000057.1696",12
"CL0000057.1697",10
"CL0000057.1698",7
"CL0000057.1699",7
"CL0000057.1700",10
"CL0000057.1701",12
"CL0000057.1702",7
"CL0000057.1703",6
"CL0000057.1704",7
"CL0000057.1705",6
"CL0000057.1706",12
"CL0000057.1707",7
"CL0000057.1708",8
"CL0000057.1709",7
"CL0000057.1710",6
"CL0000057.1711",12
"CL0000057.1712",7
"CL0000057.1713",8
"CL0000057.1714",8
"CL0000057.1715",10
"CL0000057.1716",10
"CL0000057.1717",6
"CL0000057.1718",10
"CL0000057.1719",8
"CL0000057.1720",7
"CL0000057.1721",10
"CL0000057.1722",7
"CL0000057.1723",7
"CL0000057.1724",8
"CL0000057.1725",7
"CL0000057.1726",8
"CL0000057.1727",7
"CL0000057.1728",7
"CL0000057.1729",7
"CL0000057.1730",10
"CL0000057.1731",9
"CL0000057.1732",6
"CL0000057.1733",10
"CL0000057.1734",6
"CL0000057.1735",8
"CL0000057.1736",7
"CL0000057.1737",9
"CL0000057.1738",10
"CL0000057.1739",10
"CL0000057.1740",7
"CL0000057.1741",7
"CL0000057.1742",9
"CL0000057.1743",6
"CL0000057.1744",8
"CL0000057.1745",8
"CL0000057.1746",9
"CL0000057.1747",9
"CL0000057.1748",8
"CL0000057.1749",10
"CL0000057.1750",7
"CL0000057.1751",10
"CL0000057.1752",7
"CL0000057.1753",12
"CL0000057.1754",10
"CL0000057.1755",10
"CL0000057.1756",8
"CL0000057.1757",9
"CL0000057.1758",12
"CL0000057.1759",8
"CL0000057.1760",7
"CL0000057.1761",10
"CL0000057.1762",6
"CL0000057.1763",10
"CL0000057.1764",7
"CL0000057.1765",7
"CL0000057.1766",6
"CL0000057.1767",10
"CL0000057.1768",7
"CL0000057.1769",6
"CL0000057.1770",10
"CL0000057.1771",10
"CL0000057.1772",6
"CL0000057.1773",12
"CL0000057.1774",12
"CL0000057.1775",10
"CL0000057.1776",10
"CL0000057.1777",7
"CL0000057.1778",7
"CL0000057.1779",7
"CL0000057.1780",7
"CL0000057.1781",7
"CL0000057.1782",7
"CL0000057.1783",10
"CL0000057.1784",7
"CL0000057.1785",12
"CL0000057.1786",10
"CL0000057.1787",7
"CL0000057.1788",7
"CL0000057.1789",12
"CL0000057.1790",6
"CL0000057.1791",7
"CL0000057.1792",8
"CL0000057.1793",7
"CL0000057.1794",7
"CL0000057.1795",10
"CL0000057.1796",7
"CL0000057.1797",7
"CL0000057.1798",10
"CL0000057.1799",8
"CL0000057.1800",7
"CL0000057.1801",8
"CL0000057.1802",8
"CL0000057.1803",6
"CL0000057.1804",10
"CL0000057.1805",7
"CL0000057.1806",10
"CL0000057.1807",10
"CL0000057.1808",9
"CL0000057.1809",10
"CL0000057.1810",7
"CL0000057.1811",10
"CL0000057.1812",7
"CL0000057.1813",6
"CL0000057.1814",7
"CL0000057.1815",10
"CL0000057.1816",7
"CL0000057.1817",7
"CL0000057.1818",8
"CL0000057.1819",7
"CL0000057.1820",10
"CL0000057.1821",7
"CL0000057.1822",12
"CL0000057.1823",10
"CL0000057.1824",8
"CL0000057.1825",9
"CL0000057.1826",10
"CL0000057.1827",6
"CL0000057.1828",21
"CL0000057.1829",10
"CL0000057.1830",8
"CL0000057.1831",10
"CL0000057.1832",7
"CL0000057.1833",7
"CL0000057.1834",12
"CL0000057.1835",7
"CL0000057.1836",6
"CL0000057.1837",10
"CL0000057.1838",7
"CL0000057.1839",8
"CL0000057.1840",8
"CL0000057.1841",12
"CL0000057.1842",7
"CL0000057.1843",7
"CL0000057.1844",7
"CL0000057.1845",25
"CL0000057.1846",10
"CL0000057.1847",12
"CL0000057.1848",12
"CL0000057.1849",7
"CL0000057.1850",6
"CL0000057.1851",10
"CL0000057.1852",10
"CL0000057.1853",10
"CL0000057.1854",12
"CL0000057.1855",10
"CL0000057.1856",10
"CL0000057.1857",12
"CL0000057.1858",7
"CL0000057.1859",7
"CL0000057.1860",12
"CL0000057.1861",10
"CL0000057.1862",10
"CL0000057.1863",10
"CL0000057.1864",6
"CL0000057.1865",7
"CL0000057.1866",7
"CL0000057.1867",8
"CL0000057.1868",7
"CL0000057.1869",12
"CL0000057.1870",6
"CL0000057.1871",7
"CL0000057.1872",7
"CL0000057.1873",7
"CL0000057.1874",7
"CL0000057.1875",7
"CL0000057.1876",7
"CL0000057.1877",12
"CL0000057.1878",6
"CL0000057.1879",7
"CL0000057.1880",12
"CL0000057.1881",7
"CL0000057.1882",12
"CL0000057.1883",10
"CL0000057.1884",8
"CL0000057.1885",12
"CL0000057.1886",12
"CL0000057.1887",10
"CL0000057.1888",7
"CL0000057.1889",7
"CL0000057.1890",12
"CL0000057.1891",6
"CL0000057.1892",7
"CL0000057.1893",7
"CL0000057.1894",12
"CL0000057.1895",10
"CL0000057.1896",6
"CL0000057.1897",7
"CL0000057.1898",7
"CL0000057.1899",10
"CL0000057.1900",10
"CL0000057.1901",8
"CL0000057.1902",16
"CL0000057.1903",10
"CL0000057.1904",7
"CL0000057.1905",7
"CL0000057.1906",9
"CL0000057.1907",8
"CL0000057.1908",6
"CL0000057.1909",7
"CL0000057.1910",10
"CL0000057.1911",8
"CL0000057.1912",7
"CL0000057.1913",7
"CL0000057.1914",10
"CL0000057.1915",9
"CL0000057.1916",8
"CL0000057.1917",10
"CL0000057.1918",9
"CL0000057.1919",7
"CL0000057.1920",7
"CL0000057.1921",7
"CL0000057.1922",22
"CL0000057.1923",8
"CL0000057.1924",6
"CL0000057.1925",10
"CL0000057.1926",7
"CL0000057.1927",4
"CL0000057.1928",8
"CL0000057.1929",7
"CL0000057.1930",8
"CL0000057.1931",10
"CL0000057.1932",10
"CL0000057.1933",7
"CL0000057.1934",6
"CL0000057.1935",10
"CL0000057.1936",12
"CL0000057.1937",8
"CL0000057.1938",7
"CL0000057.1939",7
"CL0000057.1940",10
"CL0000057.1941",7
"CL0000057.1942",9
"CL0000057.1943",21
"CL0000057.1944",7
"CL0000057.1945",7
"CL0000057.1946",8
"CL0000057.1947",10
