"","x"
"CL0000192.548",8
"CL0000192.549",8
"CL0000192.550",8
"CL0000192.551",8
"CL0000192.552",8
"CL0000192.553",8
"CL0000192.554",8
"CL0000192.555",8
"CL0000192.556",8
"CL0000192.557",8
"CL0000192.558",8
"CL0000192.559",8
"CL0000192.560",8
"CL0000192.561",8
"CL0000192.562",8
"CL0000192.563",8
"CL0000192.564",8
"CL0000192.565",8
"CL0000192.566",8
"CL0000192.567",8
"CL0000192.568",8
"CL0000192.569",8
"CL0000192.570",8
"CL0000192.571",8
"CL0000192.572",8
"CL0000192.573",8
"CL0000192.574",8
"CL0000192.575",8
"CL0000192.576",8
"CL0000192.577",8
"CL0000192.578",8
"CL0000192.579",8
"CL0000192.580",8
"CL0000192.581",8
"CL0000192.582",8
"CL0000192.583",8
"CL0000192.584",8
"CL0000192.585",8
"CL0000192.586",8
"CL0000192.587",8
"CL0000192.588",8
"CL0000192.589",8
"CL0000192.590",8
"CL0000192.591",8
"CL0000192.592",8
"CL0000192.593",8
"CL0000192.594",8
"CL0000192.595",8
"CL0000192.596",8
"CL0000192.597",8
"CL0000192.598",8
"CL0000192.599",8
"CL0000192.600",8
"CL0000192.601",8
"CL0000192.602",8
"CL0000192.603",8
"CL0000192.604",8
"CL0000192.605",8
"CL0000192.606",8
"CL0000192.607",8
"CL0000192.608",8
"CL0000192.609",8
"CL0000192.610",8
"CL0000192.611",8
"CL0000192.612",8
"CL0000192.613",8
"CL0000192.614",8
"CL0000192.615",8
"CL0000192.616",8
"CL0000192.617",8
"CL0000192.618",8
"CL0000192.619",8
"CL0000192.620",8
"CL0000192.621",8
"CL0000192.622",8
"CL0000192.623",8
"CL0000192.624",8
"CL0000192.625",8
"CL0000192.626",8
"CL0000192.627",8
"CL0000192.628",8
"CL0000192.629",8
"CL0000192.630",8
"CL0000192.631",8
"CL0000192.632",8
"CL0000192.633",8
"CL0000192.634",8
"CL0000192.635",8
"CL0000192.636",8
"CL0000192.637",8
"CL0000192.638",8
"CL0000192.639",8
"CL0000192.640",8
"CL0000192.641",8
"CL0000192.642",8
"CL0000192.643",8
"CL0000192.644",8
"CL0000192.645",8
"CL0000192.646",8
"CL0000192.647",8
"CL0000192.648",8
"CL0000192.649",8
"CL0000192.650",8
"CL0000192.651",8
"CL0000192.652",8
"CL0000192.653",8
"CL0000192.654",8
"CL0000192.655",8
"CL0000192.656",8
"CL0000192.657",8
"CL0000192.658",8
"CL0000192.659",8
"CL0000192.660",8
"CL0000192.661",8
"CL0000192.662",8
"CL0000192.663",8
"CL0000192.664",8
"CL0000192.665",8
"CL0000192.666",8
"CL0000192.667",8
"CL0000192.668",8
"CL0000192.669",8
"CL0000192.670",8
"CL0000192.671",8
"CL0000192.672",8
"CL0000192.673",8
"CL0000192.674",8
"CL0000192.675",8
"CL0000192.676",8
"CL0000192.677",8
"CL0000192.678",8
"CL0000192.679",8
"CL0000192.680",8
"CL0000192.681",8
"CL0000192.682",8
"CL0000192.683",8
"CL0000192.684",8
"CL0000192.685",8
"CL0000192.686",8
"CL0000192.687",8
"CL0000192.688",8
"CL0000192.689",8
"CL0000192.690",8
"CL0000192.691",8
"CL0000192.692",8
"CL0000192.693",8
"CL0000192.694",8
"CL0000192.695",8
"CL0000192.696",8
"CL0000192.697",8
"CL0000192.698",8
"CL0000192.699",8
"CL0000192.700",8
"CL0000192.701",8
"CL0000192.702",8
"CL0000192.703",8
"CL0000192.704",8
"CL0000192.705",8
"CL0000192.706",8
"CL0000192.707",8
"CL0000192.708",8
"CL0000192.709",8
"CL0000192.710",8
"CL0000192.711",8
"CL0000192.712",8
"CL0000192.713",8
"CL0000192.714",8
"CL0000192.715",8
"CL0000192.716",8
"CL0000192.717",8
"CL0000192.718",8
"CL0000192.719",8
"CL0000192.720",8
"CL0000192.721",8
"CL0000192.722",8
"CL0000192.723",8
"CL0000192.724",8
"CL0000192.725",8
"CL0000192.726",8
"CL0000192.727",8
"CL0000192.728",8
"CL0000192.729",8
"CL0000192.730",8
"CL0000192.731",8
"CL0000192.732",8
"CL0000192.733",8
"CL0000192.734",8
"CL0000192.735",8
"CL0000192.736",8
"CL0000192.737",8
"CL0000192.738",8
"CL0000192.739",8
"CL0000192.740",8
"CL0000192.741",8
"CL0000192.742",8
"CL0000192.743",8
"CL0000192.744",8
"CL0000192.745",8
"CL0000192.746",8
"CL0000192.747",8
"CL0000192.748",8
"CL0000192.749",8
"CL0000192.750",8
"CL0000192.751",8
"CL0000192.752",8
"CL0000192.753",8
"CL0000192.754",8
"CL0000192.755",8
"CL0000192.756",8
"CL0000192.757",8
"CL0000192.758",8
"CL0000192.759",8
"CL0000192.760",8
"CL0000192.761",8
"CL0000192.762",8
"CL0000192.763",8
"CL0000192.764",8
"CL0000192.765",8
"CL0000192.766",8
"CL0000192.767",8
"CL0000192.768",8
"CL0000192.769",8
"CL0000192.770",8
"CL0000192.771",8
"CL0000192.772",8
"CL0000192.773",8
"CL0000192.774",8
"CL0000192.775",8
"CL0000192.776",8
"CL0000192.777",8
"CL0000192.778",8
"CL0000192.779",8
"CL0000192.780",8
"CL0000192.781",8
"CL0000192.782",8
"CL0000192.783",8
"CL0000192.784",8
"CL0000192.785",8
"CL0000192.786",8
"CL0000192.787",8
"CL0000192.788",8
"CL0000192.789",8
"CL0000192.790",8
"CL0000192.791",8
"CL0000192.792",8
"CL0000192.793",8
"CL0000192.794",8
"CL0000192.795",8
"CL0000192.796",8
"CL0000192.797",8
"CL0000192.798",8
"CL0000192.799",8
"CL0000192.800",8
"CL0000192.801",8
"CL0000192.802",8
"CL0000192.803",8
"CL0000192.804",8
"CL0000192.805",8
"CL0000192.806",8
"CL0000192.807",8
"CL0000192.808",8
"CL0000192.809",8
"CL0000192.810",8
"CL0000192.811",8
"CL0000192.812",8
"CL0000192.813",8
"CL0000192.814",8
"CL0000192.815",8
"CL0000192.816",8
"CL0000192.817",8
"CL0000192.818",8
"CL0000192.819",8
"CL0000192.820",8
"CL0000192.821",8
"CL0000192.822",8
"CL0000192.823",8
"CL0000192.824",8
"CL0000192.825",8
"CL0000192.826",8
"CL0000192.827",8
"CL0000192.828",8
"CL0000192.829",8
"CL0000192.830",8
"CL0000192.831",8
"CL0000192.832",8
"CL0000192.833",8
"CL0000192.834",8
"CL0000192.835",8
"CL0000192.836",8
"CL0000192.837",8
"CL0000192.838",8
"CL0000192.839",8
"CL0000192.840",8
"CL0000192.841",8
"CL0000192.842",8
"CL0000192.843",8
"CL0000192.844",8
"CL0000192.845",8
"CL0000192.846",8
"CL0000192.847",8
"CL0000192.848",8
"CL0000192.849",8
"CL0000192.850",8
"CL0000192.851",8
"CL0000192.852",8
"CL0000192.853",8
"CL0000192.854",8
"CL0000192.855",8
"CL0000192.856",8
"CL0000192.857",8
"CL0000192.858",8
"CL0000192.859",8
"CL0000192.860",8
"CL0000192.861",8
"CL0000192.862",8
"CL0000192.863",8
"CL0000192.864",8
"CL0000192.865",8
"CL0000192.866",8
"CL0000192.867",8
"CL0000192.868",8
"CL0000192.869",8
"CL0000192.870",8
"CL0000192.871",8
"CL0000192.872",8
"CL0000192.873",8
"CL0000192.874",8
"CL0000192.875",8
"CL0000192.876",8
"CL0000192.877",8
"CL0000192.878",8
"CL0000192.879",8
"CL0000192.880",8
"CL0000192.881",8
"CL0000192.882",8
"CL0000192.883",8
"CL0000192.884",8
"CL0000192.885",8
"CL0000192.886",8
"CL0000192.887",8
"CL0000192.888",8
"CL0000192.889",8
"CL0000192.890",8
"CL0000192.891",8
"CL0000192.892",8
"CL0000192.893",8
"CL0000192.894",8
"CL0000192.895",8
"CL0000192.896",8
"CL0000192.897",8
"CL0000192.898",8
"CL0000192.899",8
"CL0000192.900",8
"CL0000192.901",8
"CL0000192.902",8
"CL0000192.903",8
"CL0000192.904",8
"CL0000192.905",8
"CL0000192.906",8
"CL0000192.907",8
"CL0000192.908",8
"CL0000192.909",8
"CL0000192.910",8
"CL0000192.911",8
"CL0000192.912",8
"CL0000192.913",8
"CL0000192.914",8
"CL0000192.915",8
"CL0000192.916",8
"CL0000192.917",8
"CL0000192.918",8
"CL0000192.919",8
"CL0000192.920",8
"CL0000192.921",8
"CL0000192.922",9
"CL0000192.923",8
"CL0000192.924",8
"CL0000192.925",8
"CL0000192.926",8
"CL0000192.927",8
"CL0000192.928",8
"CL0000192.929",8
"CL0000192.930",8
"CL0000192.931",8
"CL0000192.932",8
"CL0000192.933",8
"CL0000192.934",8
"CL0000192.935",8
"CL0000192.936",8
"CL0000192.937",8
"CL0000192.938",8
"CL0000192.939",8
"CL0000192.940",8
"CL0000192.941",8
"CL0000192.942",8
"CL0000192.943",8
"CL0000192.944",8
"CL0000192.945",8
"CL0000192.946",8
"CL0000192.947",8
"CL0000192.948",8
"CL0000192.949",8
"CL0000192.950",8
"CL0000192.951",8
"CL0000192.952",8
"CL0000192.953",8
"CL0000192.954",8
"CL0000192.955",8
"CL0000192.956",8
"CL0000192.957",8
"CL0000192.958",8
"CL0000192.959",8
"CL0000192.960",8
"CL0000192.961",8
"CL0000192.962",8
"CL0000192.963",8
"CL0000192.964",8
"CL0000192.965",8
"CL0000192.966",8
"CL0000192.967",8
"CL0000192.968",8
"CL0000192.969",8
"CL0000192.970",8
"CL0000192.971",8
"CL0000192.972",8
"CL0000192.973",8
"CL0000192.974",8
"CL0000192.975",8
"CL0000192.976",8
"CL0000192.977",8
"CL0000192.978",8
"CL0000192.979",8
"CL0000192.980",8
"CL0000192.981",8
"CL0000192.982",8
"CL0000192.983",8
"CL0000192.984",8
"CL0000192.985",8
"CL0000192.986",8
"CL0000192.987",8
"CL0000192.988",8
"CL0000192.989",8
"CL0000192.990",8
"CL0000192.991",8
"CL0000192.992",8
"CL0000192.993",8
"CL0000192.994",8
"CL0000192.995",8
"CL0000192.996",8
"CL0000192.997",8
"CL0000192.998",8
"CL0000192.999",8
"CL0000192.1000",8
"CL0000192.1001",8
"CL0000192.1002",8
"CL0000192.1003",8
"CL0000192.1004",8
"CL0000192.1005",8
"CL0000192.1006",8
"CL0000192.1007",8
"CL0000192.1008",8
"CL0000192.1009",8
"CL0000192.1010",8
"CL0000192.1011",8
"CL0000192.1012",8
"CL0000192.1013",8
"CL0000192.1014",8
"CL0000192.1015",8
"CL0000192.1016",8
"CL0000192.1017",8
"CL0000192.1018",8
"CL0000192.1019",8
"CL0000192.1020",8
"CL0000192.1021",8
"CL0000192.1022",8
"CL0000192.1023",8
"CL0000192.1024",8
"CL0000192.1025",8
"CL0000192.1026",8
"CL0000192.1027",8
"CL0000192.1028",8
"CL0000192.1029",8
"CL0000192.1030",8
"CL0000192.1031",8
"CL0000192.1032",8
"CL0000192.1033",8
"CL0000192.1034",8
"CL0000192.1035",8
"CL0000192.1036",8
"CL0000192.1037",8
"CL0000192.1038",8
"CL0000192.1039",8
"CL0000192.1040",8
"CL0000192.1041",8
"CL0000192.1042",8
"CL0000192.1043",8
"CL0000192.1044",8
"CL0000192.1045",8
"CL0000192.1046",8
"CL0000192.1047",8
"CL0000192.1048",8
"CL0000192.1049",8
"CL0000192.1050",8
"CL0000192.1051",8
"CL0000192.1052",8
"CL0000192.1053",8
"CL0000192.1054",8
"CL0000192.1055",8
"CL0000192.1056",8
"CL0000192.1057",8
"CL0000192.1058",8
"CL0000192.1059",8
"CL0000192.1060",8
"CL0000192.1061",8
"CL0000192.1062",8
"CL0000192.1063",8
"CL0000192.1064",8
"CL0000192.1065",8
"CL0000192.1066",8
"CL0000192.1067",8
"CL0000192.1068",8
"CL0000192.1069",8
"CL0000192.1070",8
"CL0000192.1071",8
"CL0000192.1072",8
"CL0000192.1073",8
"CL0000192.1074",8
"CL0000192.1075",8
"CL0000192.1076",8
"CL0000192.1077",8
"CL0000192.1078",8
"CL0000192.1079",8
"CL0000192.1080",8
"CL0000192.1081",8
"CL0000192.1082",8
"CL0000192.1083",8
"CL0000192.1084",8
"CL0000192.1085",8
"CL0000192.1086",8
"CL0000192.1087",8
"CL0000192.1088",8
"CL0000192.1089",8
"CL0000192.1090",8
"CL0000192.1091",8
"CL0000192.1092",8
"CL0000192.1093",8
"CL0000192.1094",8
"CL0000192.1095",8
"CL0000192.1096",8
"CL0000192.1097",8
"CL0000192.1098",8
"CL0000192.1099",8
"CL0000192.1100",8
"CL0000192.1101",8
"CL0000192.1102",8
"CL0000192.1103",8
"CL0000192.1104",8
"CL0000192.1105",8
"CL0000192.1106",8
"CL0000192.1107",8
"CL0000192.1108",8
"CL0000192.1109",8
"CL0000192.1110",8
"CL0000192.1111",8
"CL0000192.1112",8
"CL0000192.1113",8
"CL0000192.1114",8
"CL0000192.1115",8
"CL0000192.1116",8
"CL0000192.1117",8
"CL0000192.1118",8
"CL0000192.1119",8
"CL0000192.1120",8
"CL0000192.1121",8
"CL0000192.1122",8
"CL0000192.1123",8
"CL0000192.1124",8
"CL0000192.1125",8
"CL0000192.1126",8
"CL0000192.1127",8
"CL0000192.1128",8
"CL0000192.1129",8
"CL0000192.1130",8
"CL0000192.1131",8
"CL0000192.1132",8
"CL0000192.1133",8
"CL0000192.1134",8
"CL0000192.1135",8
"CL0000192.1136",8
"CL0000192.1137",8
"CL0000192.1138",8
"CL0000192.1139",8
"CL0000192.1140",8
"CL0000192.1141",8
"CL0000192.1142",8
"CL0000192.1143",8
"CL0000192.1144",8
"CL0000192.1145",8
"CL0000192.1146",8
"CL0000192.1147",8
"CL0000192.1148",8
"CL0000192.1149",8
"CL0000192.1150",8
"CL0000192.1151",8
"CL0000192.1152",8
"CL0000192.1153",8
"CL0000192.1154",8
"CL0000192.1155",8
"CL0000192.1156",8
"CL0000192.1157",8
"CL0000192.1158",8
"CL0000192.1159",8
"CL0000192.1160",8
"CL0000192.1161",8
"CL0000192.1162",8
"CL0000192.1163",8
"CL0000192.1164",8
"CL0000192.1165",8
"CL0000192.1166",8
"CL0000192.1167",8
"CL0000192.1168",8
"CL0000192.1169",8
"CL0000192.1170",8
"CL0000192.1171",8
"CL0000192.1172",8
"CL0000192.1173",8
"CL0000192.1174",8
"CL0000192.1175",8
"CL0000192.1176",8
"CL0000192.1177",8
"CL0000192.1178",8
"CL0000192.1179",8
"CL0000192.1180",8
"CL0000192.1181",8
"CL0000192.1182",8
"CL0000192.1183",8
"CL0000192.1184",8
"CL0000192.1185",8
"CL0000192.1186",8
"CL0000192.1187",8
"CL0000192.1188",8
"CL0000192.1189",8
"CL0000192.1190",8
"CL0000192.1191",8
"CL0000192.1192",8
"CL0000192.1193",8
"CL0000192.1194",8
"CL0000192.1195",8
"CL0000192.1196",8
"CL0000192.1197",8
"CL0000192.1198",8
"CL0000192.1199",8
"CL0000192.1200",8
"CL0000192.1201",8
"CL0000192.1202",8
"CL0000192.1203",8
"CL0000192.1204",8
"CL0000192.1205",8
"CL0000192.1206",8
"CL0000192.1207",9
"CL0000192.1208",8
"CL0000192.1209",8
"CL0000192.1210",8
"CL0000192.1211",8
"CL0000192.1212",8
"CL0000192.1213",8
"CL0000192.1214",8
"CL0000192.1215",8
"CL0000192.1216",8
"CL0000192.1217",8
"CL0000192.1218",8
"CL0000192.1219",8
"CL0000192.1220",8
"CL0000192.1221",8
"CL0000192.1222",8
"CL0000192.1223",8
"CL0000192.1224",8
"CL0000192.1225",8
"CL0000192.1226",8
"CL0000192.1227",8
"CL0000192.1228",8
"CL0000192.1229",8
"CL0000192.1230",8
"CL0000192.1231",8
"CL0000192.1232",8
"CL0000192.1233",8
"CL0000192.1234",8
"CL0000192.1235",8
"CL0000192.1236",8
"CL0000192.1237",8
"CL0000192.1238",8
"CL0000192.1239",8
"CL0000192.1240",8
"CL0000192.1241",8
"CL0000192.1242",8
"CL0000192.1243",8
"CL0000192.1244",8
"CL0000192.1245",8
"CL0000192.1246",8
"CL0000192.1247",8
"CL0000192.1248",8
