"","x"
"CL0000057.1637",33
"CL0000057.1638",128
"CL0000057.1639",48
"CL0000057.1640",36
"CL0000057.1641",51
"CL0000057.1642",36
"CL0000057.1643",31
"CL0000057.1644",57
"CL0000057.1645",48
"CL0000057.1646",47
"CL0000057.1647",32
"CL0000057.1648",59
"CL0000057.1649",57
"CL0000057.1650",48
"CL0000057.1651",36
"CL0000057.1652",50
"CL0000057.1653",48
"CL0000057.1654",48
"CL0000057.1655",31
"CL0000057.1656",132
"CL0000057.1657",50
"CL0000057.1658",59
"CL0000057.1659",128
"CL0000057.1660",54
"CL0000057.1661",56
"CL0000057.1662",56
"CL0000057.1663",58
"CL0000057.1664",57
"CL0000057.1665",50
"CL0000057.1666",58
"CL0000057.1667",129
"CL0000057.1668",51
"CL0000057.1669",132
"CL0000057.1670",36
"CL0000057.1671",36
"CL0000057.1672",132
"CL0000057.1673",48
"CL0000057.1674",57
"CL0000057.1675",128
"CL0000057.1676",52
"CL0000057.1677",49
"CL0000057.1678",57
"CL0000057.1679",57
"CL0000057.1680",38
"CL0000057.1681",36
"CL0000057.1682",54
"CL0000057.1683",36
"CL0000057.1684",49
"CL0000057.1685",50
"CL0000057.1686",36
"CL0000057.1687",50
"CL0000057.1688",128
"CL0000057.1689",128
"CL0000057.1690",49
"CL0000057.1691",36
"CL0000057.1692",58
"CL0000057.1693",49
"CL0000057.1694",59
"CL0000057.1695",49
"CL0000057.1696",57
"CL0000057.1697",53
"CL0000057.1698",49
"CL0000057.1699",50
"CL0000057.1700",51
"CL0000057.1701",41
"CL0000057.1702",57
"CL0000057.1703",36
"CL0000057.1704",50
"CL0000057.1705",36
"CL0000057.1706",129
"CL0000057.1707",57
"CL0000057.1708",58
"CL0000057.1709",54
"CL0000057.1710",37
"CL0000057.1711",128
"CL0000057.1712",57
"CL0000057.1713",58
"CL0000057.1714",58
"CL0000057.1715",51
"CL0000057.1716",51
"CL0000057.1717",45
"CL0000057.1718",56
"CL0000057.1719",58
"CL0000057.1720",48
"CL0000057.1721",56
"CL0000057.1722",57
"CL0000057.1723",57
"CL0000057.1724",53
"CL0000057.1725",57
"CL0000057.1726",41
"CL0000057.1727",51
"CL0000057.1728",57
"CL0000057.1729",50
"CL0000057.1730",51
"CL0000057.1731",43
"CL0000057.1732",34
"CL0000057.1733",56
"CL0000057.1734",36
"CL0000057.1735",31
"CL0000057.1736",128
"CL0000057.1737",39
"CL0000057.1738",56
"CL0000057.1739",51
"CL0000057.1740",49
"CL0000057.1741",49
"CL0000057.1742",56
"CL0000057.1743",36
"CL0000057.1744",59
"CL0000057.1745",31
"CL0000057.1746",47
"CL0000057.1747",35
"CL0000057.1748",59
"CL0000057.1749",48
"CL0000057.1750",57
"CL0000057.1751",51
"CL0000057.1752",50
"CL0000057.1753",48
"CL0000057.1754",51
"CL0000057.1755",56
"CL0000057.1756",58
"CL0000057.1757",47
"CL0000057.1758",32
"CL0000057.1759",58
"CL0000057.1760",128
"CL0000057.1761",56
"CL0000057.1762",132
"CL0000057.1763",53
"CL0000057.1764",57
"CL0000057.1765",54
"CL0000057.1766",132
"CL0000057.1767",51
"CL0000057.1768",49
"CL0000057.1769",36
"CL0000057.1770",51
"CL0000057.1771",48
"CL0000057.1772",36
"CL0000057.1773",32
"CL0000057.1774",33
"CL0000057.1775",33
"CL0000057.1776",48
"CL0000057.1777",49
"CL0000057.1778",54
"CL0000057.1779",50
"CL0000057.1780",49
"CL0000057.1781",49
"CL0000057.1782",57
"CL0000057.1783",59
"CL0000057.1784",57
"CL0000057.1785",31
"CL0000057.1786",53
"CL0000057.1787",54
"CL0000057.1788",50
"CL0000057.1789",128
"CL0000057.1790",46
"CL0000057.1791",58
"CL0000057.1792",58
"CL0000057.1793",57
"CL0000057.1794",128
"CL0000057.1795",51
"CL0000057.1796",49
"CL0000057.1797",49
"CL0000057.1798",56
"CL0000057.1799",58
"CL0000057.1800",50
"CL0000057.1801",58
"CL0000057.1802",32
"CL0000057.1803",34
"CL0000057.1804",55
"CL0000057.1805",49
"CL0000057.1806",51
"CL0000057.1807",51
"CL0000057.1808",39
"CL0000057.1809",51
"CL0000057.1810",49
"CL0000057.1811",51
"CL0000057.1812",59
"CL0000057.1813",36
"CL0000057.1814",57
"CL0000057.1815",51
"CL0000057.1816",49
"CL0000057.1817",49
"CL0000057.1818",59
"CL0000057.1819",54
"CL0000057.1820",56
"CL0000057.1821",57
"CL0000057.1822",41
"CL0000057.1823",51
"CL0000057.1824",59
"CL0000057.1825",52
"CL0000057.1826",48
"CL0000057.1827",34
"CL0000057.1828",116
"CL0000057.1829",55
"CL0000057.1830",58
"CL0000057.1831",51
"CL0000057.1832",50
"CL0000057.1833",49
"CL0000057.1834",31
"CL0000057.1835",50
"CL0000057.1836",36
"CL0000057.1837",32
"CL0000057.1838",57
"CL0000057.1839",33
"CL0000057.1840",58
"CL0000057.1841",128
"CL0000057.1842",54
"CL0000057.1843",54
"CL0000057.1844",50
"CL0000057.1845",98
"CL0000057.1846",59
"CL0000057.1847",128
"CL0000057.1848",32
"CL0000057.1849",48
"CL0000057.1850",36
"CL0000057.1851",56
"CL0000057.1852",51
"CL0000057.1853",55
"CL0000057.1854",31
"CL0000057.1855",53
"CL0000057.1856",51
"CL0000057.1857",128
"CL0000057.1858",128
"CL0000057.1859",33
"CL0000057.1860",32
"CL0000057.1861",51
"CL0000057.1862",56
"CL0000057.1863",56
"CL0000057.1864",132
"CL0000057.1865",49
"CL0000057.1866",49
"CL0000057.1867",58
"CL0000057.1868",49
"CL0000057.1869",59
"CL0000057.1870",45
"CL0000057.1871",48
"CL0000057.1872",50
"CL0000057.1873",128
"CL0000057.1874",50
"CL0000057.1875",49
"CL0000057.1876",49
"CL0000057.1877",31
"CL0000057.1878",132
"CL0000057.1879",50
"CL0000057.1880",128
"CL0000057.1881",50
"CL0000057.1882",128
"CL0000057.1883",48
"CL0000057.1884",58
"CL0000057.1885",59
"CL0000057.1886",129
"CL0000057.1887",51
"CL0000057.1888",50
"CL0000057.1889",49
"CL0000057.1890",31
"CL0000057.1891",36
"CL0000057.1892",50
"CL0000057.1893",51
"CL0000057.1894",55
"CL0000057.1895",56
"CL0000057.1896",45
"CL0000057.1897",57
"CL0000057.1898",54
"CL0000057.1899",56
"CL0000057.1900",48
"CL0000057.1901",53
"CL0000057.1902",128
"CL0000057.1903",32
"CL0000057.1904",57
"CL0000057.1905",57
"CL0000057.1906",40
"CL0000057.1907",59
"CL0000057.1908",34
"CL0000057.1909",49
"CL0000057.1910",56
"CL0000057.1911",41
"CL0000057.1912",49
"CL0000057.1913",128
"CL0000057.1914",53
"CL0000057.1915",38
"CL0000057.1916",52
"CL0000057.1917",56
"CL0000057.1918",39
"CL0000057.1919",57
"CL0000057.1920",59
"CL0000057.1921",51
"CL0000057.1922",115
"CL0000057.1923",53
"CL0000057.1924",57
"CL0000057.1925",51
"CL0000057.1926",59
"CL0000057.1927",18
"CL0000057.1928",58
"CL0000057.1929",50
"CL0000057.1930",58
"CL0000057.1931",48
"CL0000057.1932",32
"CL0000057.1933",49
"CL0000057.1934",47
"CL0000057.1935",56
"CL0000057.1936",128
"CL0000057.1937",59
"CL0000057.1938",49
"CL0000057.1939",57
"CL0000057.1940",51
"CL0000057.1941",49
"CL0000057.1942",39
"CL0000057.1943",116
"CL0000057.1944",59
"CL0000057.1945",57
"CL0000057.1946",59
"CL0000057.1947",52
"CL0000057.1948",38
"CL0000057.1949",55
"CL0000057.1950",54
"CL0000057.1951",49
"CL0000057.1952",56
"CL0000057.1953",50
"CL0000057.1954",59
"CL0000057.1955",58
"CL0000057.1956",49
"CL0000057.1957",32
"CL0000057.1958",57
"CL0000057.1959",51
"CL0000057.1960",128
"CL0000057.1961",47
"CL0000057.1962",129
"CL0000057.1963",36
"CL0000057.1964",51
"CL0000057.1965",56
"CL0000057.1966",55
"CL0000057.1967",50
"CL0000057.1968",129
"CL0000057.1969",58
"CL0000057.1970",49
"CL0000057.1971",55
"CL0000057.1972",51
"CL0000057.1973",128
"CL0000057.1974",128
"CL0000057.1975",38
"CL0000057.1976",48
"CL0000057.1977",57
"CL0000057.1978",54
"CL0000057.1979",59
"CL0000057.1980",58
"CL0000057.1981",57
"CL0000057.1982",51
"CL0000057.1983",56
"CL0000057.1984",49
"CL0000057.1985",128
"CL0000057.1986",58
"CL0000057.1987",49
"CL0000057.1988",36
"CL0000057.1989",49
"CL0000057.1990",56
"CL0000057.1991",44
"CL0000057.1992",55
"CL0000057.1993",44
"CL0000057.1994",57
"CL0000057.1995",49
"CL0000057.1996",49
"CL0000057.1997",132
"CL0000057.1998",58
"CL0000057.1999",52
"CL0000057.2000",51
"CL0000057.2001",51
"CL0000057.2002",50
"CL0000057.2003",132
"CL0000057.2004",132
"CL0000057.2005",38
"CL0000057.2006",59
"CL0000057.2007",56
"CL0000057.2008",128
"CL0000057.2009",128
"CL0000057.2010",51
"CL0000057.2011",55
"CL0000057.2012",50
"CL0000057.2013",32
"CL0000057.2014",53
"CL0000057.2015",58
"CL0000057.2016",128
"CL0000057.2017",57
"CL0000057.2018",50
"CL0000057.2019",51
"CL0000057.2020",56
"CL0000057.2021",48
"CL0000057.2022",128
"CL0000057.2023",54
"CL0000057.2024",50
"CL0000057.2025",49
"CL0000057.2026",31
"CL0000057.2027",50
"CL0000057.2028",56
"CL0000057.2029",54
"CL0000057.2030",128
"CL0000057.2031",59
"CL0000057.2032",49
"CL0000057.2033",59
"CL0000057.2034",52
"CL0000057.2035",51
"CL0000057.2036",57
"CL0000057.2037",57
"CL0000057.2038",58
"CL0000057.2039",58
"CL0000057.2040",59
"CL0000057.2041",52
"CL0000057.2042",48
"CL0000057.2043",59
"CL0000057.2044",54
"CL0000057.2045",49
"CL0000057.2046",128
"CL0000057.2047",58
"CL0000057.2048",57
"CL0000057.2049",34
"CL0000057.2050",51
"CL0000057.2051",54
"CL0000057.2052",57
"CL0000057.2053",56
"CL0000057.2054",56
"CL0000057.2055",54
"CL0000057.2056",50
"CL0000057.2057",52
"CL0000057.2058",32
"CL0000057.2059",49
"CL0000057.2060",41
"CL0000057.2061",59
"CL0000057.2062",56
"CL0000057.2063",36
"CL0000057.2064",56
"CL0000057.2065",57
"CL0000057.2066",43
"CL0000057.2067",50
"CL0000057.2068",49
"CL0000057.2069",57
"CL0000057.2070",42
"CL0000057.2071",57
"CL0000057.2072",36
"CL0000057.2073",132
"CL0000057.2074",55
"CL0000057.2075",43
"CL0000057.2076",37
"CL0000057.2077",45
"CL0000057.2078",46
"CL0000057.2079",34
"CL0000057.2080",44
"CL0000057.2081",47
"CL0000057.2082",42
"CL0000057.2083",55
"CL0000057.2084",36
"CL0000057.2085",53
"CL0000057.2086",44
"CL0000057.2087",39
"CL0000057.2088",34
"CL0000057.2089",43
"CL0000057.2090",31
"CL0000057.2091",37
"CL0000057.2092",44
"CL0000057.2093",43
"CL0000057.2094",35
"CL0000057.2095",33
"CL0000057.2096",132
"CL0000057.2097",132
"CL0000057.2098",34
"CL0000057.2099",37
"CL0000057.2100",42
"CL0000057.2101",55
"CL0000057.2102",34
"CL0000057.2103",46
"CL0000057.2104",35
"CL0000057.2105",46
"CL0000057.2106",32
"CL0000057.2107",32
"CL0000057.2108",45
"CL0000057.2109",33
"CL0000057.2110",34
"CL0000057.2111",36
"CL0000057.2112",39
"CL0000057.2113",41
"CL0000057.2114",51
"CL0000057.2115",31
"CL0000057.2116",42
"CL0000057.2117",55
"CL0000057.2118",42
"CL0000057.2119",132
"CL0000057.2120",34
"CL0000057.2121",128
"CL0000057.2122",48
"CL0000057.2123",55
"CL0000057.2124",37
"CL0000057.2125",35
"CL0000057.2126",32
"CL0000057.2127",44
"CL0000057.2128",45
"CL0000057.2129",45
"CL0000057.2130",46
"CL0000057.2131",33
"CL0000057.2132",41
"CL0000057.2133",44
"CL0000057.2134",129
"CL0000057.2135",48
"CL0000057.2136",55
"CL0000057.2137",53
"CL0000057.2138",38
"CL0000057.2139",56
"CL0000057.2140",47
"CL0000057.2141",31
"CL0000057.2142",44
"CL0000057.2143",45
"CL0000057.2144",36
"CL0000057.2145",32
"CL0000057.2146",32
"CL0000057.2147",42
"CL0000057.2148",47
"CL0000057.2149",41
"CL0000057.2150",46
"CL0000057.2151",34
"CL0000057.2152",36
"CL0000057.2153",48
"CL0000057.2154",55
"CL0000057.2155",42
"CL0000057.2156",40
"CL0000057.2157",132
"CL0000057.2158",36
"CL0000057.2159",36
"CL0000057.2160",34
"CL0000057.2161",43
"CL0000057.2162",35
"CL0000057.2163",42
"CL0000057.2164",35
"CL0000057.2165",55
"CL0000057.2166",34
"CL0000057.2167",55
"CL0000057.2168",55
"CL0000057.2169",35
"CL0000057.2170",35
"CL0000057.2171",32
"CL0000057.2172",45
"CL0000057.2173",36
"CL0000057.2174",31
"CL0000057.2175",46
"CL0000057.2176",37
"CL0000057.2177",39
"CL0000057.2178",37
"CL0000057.2179",45
"CL0000057.2180",55
"CL0000057.2181",32
"CL0000057.2182",36
"CL0000057.2183",52
"CL0000057.2184",56
"CL0000057.2185",46
"CL0000057.2186",39
"CL0000057.2187",36
"CL0000057.2188",33
"CL0000057.2189",132
"CL0000057.2190",36
"CL0000057.2191",42
"CL0000057.2192",32
"CL0000057.2193",132
"CL0000057.2194",49
"CL0000057.2195",36
"CL0000057.2196",47
"CL0000057.2197",46
"CL0000057.2198",58
"CL0000057.2199",35
"CL0000057.2200",55
"CL0000057.2201",33
"CL0000057.2202",42
"CL0000057.2203",36
"CL0000057.2204",34
"CL0000057.2205",46
"CL0000057.2206",36
"CL0000057.2207",34
"CL0000057.2208",40
"CL0000057.2209",37
"CL0000057.2210",55
"CL0000057.2211",41
"CL0000057.2212",132
"CL0000057.2213",42
"CL0000057.2214",47
"CL0000057.2215",42
"CL0000057.2216",42
"CL0000057.2217",34
"CL0000057.2218",37
"CL0000057.2219",33
"CL0000057.2220",132
"CL0000057.2221",129
"CL0000057.2222",46
"CL0000057.2223",36
"CL0000057.2224",34
"CL0000057.2225",45
"CL0000057.2226",41
"CL0000057.2227",33
"CL0000057.2228",45
"CL0000057.2229",31
"CL0000057.2230",38
"CL0000057.2231",54
"CL0000057.2232",55
"CL0000057.2233",47
"CL0000057.2234",47
"CL0000057.2235",34
"CL0000057.2236",52
"CL0000057.2237",37
"CL0000057.2238",41
"CL0000057.2239",41
"CL0000057.2240",45
"CL0000057.2241",35
"CL0000057.2242",43
"CL0000057.2243",35
"CL0000057.2244",47
"CL0000057.2245",31
"CL0000057.2246",34
"CL0000057.2247",39
"CL0000057.2248",32
"CL0000057.2249",36
"CL0000057.2250",45
"CL0000057.2251",35
"CL0000057.2252",35
"CL0000057.2253",43
"CL0000057.2254",55
"CL0000057.2255",53
"CL0000057.2256",34
"CL0000057.2257",45
"CL0000057.2258",37
"CL0000057.2259",44
"CL0000057.2260",132
"CL0000057.2261",34
"CL0000057.2262",52
"CL0000057.2263",46
"CL0000057.2264",132
"CL0000057.2265",55
"CL0000057.2266",59
"CL0000057.2267",31
"CL0000057.2268",41
"CL0000057.2269",52
"CL0000057.2270",42
"CL0000057.2271",43
"CL0000057.2272",42
"CL0000057.2273",132
"CL0000057.2274",132
"CL0000057.2275",55
"CL0000057.2276",42
"CL0000057.2277",31
"CL0000057.2278",43
"CL0000057.2279",45
"CL0000057.2280",33
"CL0000057.2281",45
"CL0000057.2282",55
"CL0000057.2283",38
"CL0000057.2284",44
"CL0000057.2285",44
"CL0000057.2286",43
"CL0000057.2287",128
"CL0000057.2288",52
"CL0000057.2289",46
"CL0000057.2290",34
"CL0000057.2291",129
"CL0000057.2292",34
"CL0000057.2293",47
"CL0000057.2294",132
"CL0000057.2295",37
"CL0000057.2296",42
"CL0000057.2297",129
"CL0000057.2298",37
"CL0000057.2299",132
"CL0000057.2300",33
"CL0000057.2301",37
"CL0000057.2302",31
"CL0000057.2303",41
"CL0000057.2304",41
"CL0000057.2305",41
"CL0000057.2306",132
"CL0000057.2307",42
"CL0000057.2308",55
"CL0000057.2309",36
"CL0000057.2310",37
"CL0000057.2311",36
"CL0000057.2312",47
"CL0000057.2313",132
"CL0000057.2314",33
"CL0000057.2315",56
"CL0000057.2316",34
"CL0000057.2317",34
"CL0000057.2318",40
"CL0000057.2319",44
"CL0000057.2320",32
"CL0000057.2321",45
"CL0000057.2322",39
"CL0000057.2323",43
"CL0000057.2324",43
"CL0000057.2325",43
"CL0000057.2326",47
"CL0000057.2327",51
"CL0000057.2328",52
"CL0000057.2329",35
"CL0000057.2330",31
"CL0000057.2331",55
"CL0000057.2332",42
"CL0000057.2333",33
"CL0000057.2334",37
"CL0000057.2335",34
"CL0000057.2336",132
"CL0000057.2337",56
"CL0000057.2338",31
"CL0000057.2339",42
"CL0000057.2340",58
"CL0000057.2341",132
"CL0000057.2342",129
"CL0000057.2343",36
"CL0000057.2344",129
"CL0000057.2345",55
"CL0000057.2346",37
"CL0000057.2347",48
"CL0000057.2348",34
"CL0000057.2349",129
"CL0000057.2350",38
"CL0000057.2351",45
"CL0000057.2352",35
"CL0000057.2353",37
"CL0000057.2354",129
"CL0000057.2355",35
"CL0000057.2356",42
"CL0000057.2357",46
"CL0000057.2358",55
"CL0000057.2359",52
"CL0000057.2360",40
"CL0000057.2361",49
"CL0000057.2362",39
"CL0000057.2363",37
"CL0000057.2364",132
"CL0000057.2365",31
"CL0000057.2366",51
"CL0000057.2367",42
"CL0000057.2368",52
"CL0000057.2369",35
"CL0000057.2370",47
"CL0000057.2371",46
"CL0000057.2372",132
"CL0000057.2373",39
"CL0000057.2374",33
"CL0000057.2375",43
"CL0000057.2376",55
"CL0000057.2377",44
"CL0000057.2378",46
"CL0000057.2379",132
"CL0000057.2380",47
"CL0000057.2381",35
"CL0000057.2382",46
"CL0000057.2383",41
"CL0000057.2384",46
"CL0000057.2385",42
"CL0000057.2386",35
"CL0000057.2387",132
"CL0000057.2388",59
"CL0000057.2389",16
"CL0000057.2390",34
"CL0000057.2391",46
"CL0000057.2392",59
"CL0000057.2393",39
"CL0000057.2394",47
"CL0000057.2395",51
"CL0000057.2396",129
"CL0000057.2397",33
"CL0000057.2398",35
"CL0000057.2399",38
"CL0000057.2400",42
"CL0000057.2401",49
"CL0000057.2402",129
"CL0000057.2403",41
"CL0000057.2404",36
"CL0000057.2405",36
"CL0000057.2406",33
"CL0000057.2407",47
"CL0000057.2408",55
"CL0000057.2409",40
"CL0000057.2410",43
"CL0000057.2411",52
"CL0000057.2412",45
"CL0000057.2413",51
"CL0000057.2414",36
"CL0000057.2415",34
"CL0000057.2416",53
"CL0000057.2417",34
"CL0000057.2418",53
"CL0000057.2419",34
"CL0000057.2420",44
"CL0000057.2421",43
"CL0000057.2422",36
"CL0000057.2423",34
"CL0000057.2424",33
"CL0000057.2425",35
"CL0000057.2426",53
"CL0000057.2427",33
"CL0000057.2428",31
"CL0000057.2429",43
"CL0000057.2430",43
"CL0000057.2431",34
"CL0000057.2432",37
"CL0000057.2433",34
"CL0000057.2434",46
"CL0000057.2435",48
"CL0000057.2436",42
"CL0000057.2437",41
"CL0000057.2438",43
"CL0000057.2439",34
"CL0000057.2440",37
"CL0000057.2441",38
"CL0000057.2442",43
"CL0000057.2443",34
"CL0000057.2444",31
"CL0000057.2445",37
"CL0000057.2446",35
"CL0000057.2447",44
"CL0000057.2448",39
"CL0000057.2449",31
"CL0000057.2450",35
"CL0000057.2451",34
"CL0000057.2452",34
"CL0000057.2453",36
"CL0000057.2454",45
"CL0000057.2455",41
"CL0000057.2456",31
"CL0000057.2457",36
"CL0000057.2458",43
"CL0000057.2459",42
"CL0000057.2460",41
"CL0000057.2461",31
"CL0000057.2462",37
"CL0000057.2463",43
"CL0000057.2464",39
"CL0000057.2465",55
"CL0000057.2466",132
"CL0000057.2467",34
"CL0000057.2468",55
"CL0000057.2469",129
"CL0000057.2470",44
"CL0000057.2471",46
"CL0000057.2472",55
"CL0000057.2473",43
"CL0000057.2474",129
"CL0000057.2475",38
"CL0000057.2476",38
"CL0000057.2477",39
"CL0000057.2478",44
"CL0000057.2479",39
"CL0000057.2480",47
"CL0000057.2481",129
"CL0000057.2482",38
"CL0000057.2483",41
"CL0000057.2484",38
"CL0000057.2485",36
"CL0000057.2486",46
"CL0000057.2487",46
"CL0000057.2488",132
"CL0000057.2489",42
"CL0000057.2490",36
"CL0000057.2491",48
"CL0000057.2492",42
"CL0000057.2493",31
"CL0000057.2494",59
"CL0000057.2495",43
"CL0000057.2496",44
"CL0000057.2497",44
"CL0000057.2498",47
"CL0000057.2499",38
"CL0000057.2500",45
"CL0000057.2501",128
"CL0000057.2502",36
"CL0000057.2503",51
"CL0000057.2504",51
"CL0000057.2505",129
"CL0000057.2506",31
"CL0000057.2507",132
"CL0000057.2508",55
"CL0000057.2509",39
"CL0000057.2510",36
"CL0000057.2511",36
"CL0000057.2512",36
"CL0000057.2513",55
"CL0000057.2514",42
"CL0000057.2515",59
"CL0000057.2516",33
"CL0000057.2517",37
"CL0000057.2518",52
"CL0000057.2519",44
"CL0000057.2520",47
"CL0000057.2521",58
"CL0000057.2522",38
"CL0000057.2523",55
"CL0000057.2524",41
"CL0000057.2525",46
"CL0000057.2526",36
"CL0000057.2527",42
"CL0000057.2528",41
"CL0000057.2529",132
"CL0000057.2530",41
"CL0000057.2531",43
"CL0000057.2532",45
"CL0000057.2533",47
"CL0000057.2534",35
"CL0000057.2535",36
"CL0000057.2536",40
"CL0000057.2537",34
"CL0000057.2538",35
"CL0000057.2539",53
"CL0000057.2540",46
"CL0000057.2541",44
"CL0000057.2542",44
"CL0000057.2543",37
"CL0000057.2544",39
"CL0000057.2545",47
"CL0000057.2546",43
"CL0000057.2547",132
"CL0000057.2548",53
"CL0000057.2549",53
"CL0000057.2550",39
"CL0000057.2551",55
"CL0000057.2552",36
"CL0000057.2553",47
"CL0000057.2554",39
"CL0000057.2555",36
"CL0000057.2556",43
"CL0000057.2557",132
"CL0000057.2558",55
"CL0000057.2559",132
"CL0000057.2560",31
"CL0000057.2561",37
"CL0000057.2562",38
"CL0000057.2563",51
"CL0000057.2564",53
"CL0000057.2565",42
"CL0000057.2566",45
"CL0000057.2567",46
"CL0000057.2568",38
"CL0000057.2569",38
"CL0000057.2570",36
"CL0000057.2571",35
"CL0000057.2572",31
"CL0000057.2573",33
"CL0000057.2574",32
"CL0000057.2575",42
"CL0000057.2576",36
"CL0000057.2577",47
"CL0000057.2578",41
"CL0000057.2579",44
"CL0000057.2580",33
"CL0000057.2581",59
"CL0000057.2582",32
"CL0000057.2583",46
"CL0000057.2584",34
"CL0000057.2585",132
"CL0000057.2586",43
"CL0000057.2587",41
"CL0000057.2588",37
"CL0000057.2589",32
"CL0000057.2590",58
"CL0000057.2591",40
"CL0000057.2592",37
"CL0000057.2593",132
"CL0000057.2594",43
"CL0000057.2595",39
"CL0000057.2596",38
"CL0000057.2597",132
"CL0000057.2598",14
"CL0000057.2599",45
"CL0000057.2600",40
"CL0000057.2601",42
"CL0000057.2602",132
"CL0000057.2603",33
"CL0000057.2604",16
"CL0000057.2605",33
"CL0000057.2606",39
"CL0000057.2607",38
"CL0000057.2608",132
"CL0000057.2609",57
"CL0000057.2610",41
"CL0000057.2611",31
"CL0000057.2612",40
"CL0000057.2613",36
"CL0000057.2614",42
"CL0000057.2615",33
"CL0000057.2616",32
"CL0000057.2617",33
"CL0000057.2618",41
"CL0000057.2619",35
"CL0000057.2620",36
"CL0000057.2621",40
"CL0000057.2622",46
"CL0000057.2623",47
"CL0000057.2624",36
"CL0000057.2625",43
"CL0000057.2626",33
"CL0000057.2627",34
"CL0000057.2628",32
"CL0000057.2629",38
"CL0000057.2630",34
"CL0000057.2631",132
"CL0000057.2632",132
"CL0000057.2633",34
"CL0000057.2634",47
"CL0000057.2635",21
"CL0000057.2636",55
"CL0000057.2637",45
"CL0000057.2638",31
"CL0000057.2639",58
"CL0000057.2640",34
"CL0000057.2641",55
"CL0000057.2642",38
"CL0000057.2643",44
"CL0000057.2644",47
"CL0000057.2645",33
"CL0000057.2646",43
"CL0000057.2647",33
"CL0000057.2648",38
"CL0000057.2649",46
"CL0000057.2650",39
"CL0000057.2651",52
"CL0000057.2652",47
"CL0000057.2653",42
"CL0000057.2654",32
"CL0000057.2655",33
"CL0000057.2656",132
"CL0000057.2657",46
"CL0000057.2658",45
"CL0000057.2659",35
"CL0000057.2660",34
"CL0000057.2661",43
"CL0000057.2662",55
"CL0000057.2663",128
"CL0000057.2664",34
"CL0000057.2665",43
"CL0000057.2666",46
"CL0000057.2667",36
"CL0000057.2668",31
"CL0000057.2669",43
"CL0000057.2670",34
"CL0000057.2671",34
"CL0000057.2672",39
"CL0000057.2673",46
"CL0000057.2674",47
"CL0000057.2675",37
"CL0000057.2676",34
"CL0000057.2677",53
"CL0000057.2678",32
"CL0000057.2679",36
"CL0000057.2680",39
"CL0000057.2681",34
"CL0000057.2682",35
"CL0000057.2683",41
"CL0000057.2684",41
"CL0000057.2685",35
"CL0000057.2686",53
"CL0000057.2687",36
"CL0000057.2688",39
"CL0000057.2689",42
"CL0000057.2690",55
"CL0000057.2691",34
"CL0000057.2692",41
"CL0000057.2693",34
"CL0000057.2694",33
"CL0000057.2695",46
"CL0000057.2696",53
"CL0000057.2697",34
"CL0000057.2698",43
"CL0000057.2699",34
"CL0000057.2700",43
"CL0000057.2701",46
"CL0000057.2702",45
"CL0000057.2703",38
"CL0000057.2704",132
"CL0000057.2705",37
"CL0000057.2706",35
"CL0000057.2707",36
"CL0000057.2708",42
"CL0000057.2709",44
"CL0000057.2710",55
"CL0000057.2711",52
"CL0000057.2712",129
"CL0000057.2713",34
"CL0000057.2714",39
"CL0000057.2715",38
"CL0000057.2716",52
"CL0000057.2717",34
"CL0000057.2718",42
"CL0000057.2719",41
"CL0000057.2720",35
"CL0000057.2721",39
"CL0000057.2722",32
"CL0000057.2723",47
"CL0000057.2724",46
"CL0000057.2725",41
"CL0000057.2726",55
"CL0000057.2727",33
"CL0000057.2728",31
"CL0000057.2729",53
"CL0000057.2730",41
"CL0000057.2731",42
"CL0000057.2732",38
"CL0000057.2733",40
"CL0000057.2734",53
"CL0000057.2735",34
"CL0000057.2736",44
"CL0000057.2737",129
"CL0000057.2738",33
"CL0000057.2739",42
"CL0000057.2740",32
"CL0000057.2741",55
"CL0000057.2742",55
"CL0000057.2743",48
"CL0000057.2744",34
"CL0000057.2745",52
"CL0000057.2746",34
"CL0000057.2747",44
"CL0000057.2748",41
"CL0000057.2749",40
"CL0000057.2750",45
"CL0000057.2751",46
"CL0000057.2752",39
"CL0000057.2753",37
"CL0000057.2754",55
"CL0000057.2755",33
"CL0000057.2756",59
"CL0000057.2757",46
"CL0000057.2758",31
"CL0000057.2759",35
"CL0000057.2760",37
"CL0000057.2761",53
"CL0000057.2762",34
"CL0000057.2763",129
"CL0000057.2764",51
"CL0000057.2765",34
"CL0000057.2766",33
"CL0000057.2767",34
"CL0000057.2768",46
"CL0000057.2769",39
"CL0000057.2770",47
"CL0000057.2771",33
"CL0000057.2772",34
"CL0000057.2773",132
"CL0000057.2774",38
"CL0000057.2775",41
"CL0000057.2776",44
"CL0000057.2777",35
"CL0000057.2778",36
"CL0000057.2779",48
"CL0000057.2780",43
"CL0000057.2781",34
"CL0000057.2782",38
"CL0000057.2783",42
"CL0000057.2784",46
"CL0000057.2785",33
"CL0000057.2786",35
"CL0000057.2787",33
"CL0000057.2788",46
"CL0000057.2789",58
"CL0000057.2790",128
"CL0000057.2791",37
"CL0000057.2792",132
"CL0000057.2793",55
"CL0000057.2794",33
"CL0000057.2795",41
"CL0000057.2796",32
"CL0000057.2797",37
"CL0000057.2798",45
"CL0000057.2799",43
"CL0000057.2800",36
"CL0000057.2801",45
"CL0000057.2802",44
