"","x"
"CL0000057.1336",105
"CL0000057.1337",48
"CL0000057.1338",41
"CL0000057.1339",37
"CL0000057.1340",38
"CL0000057.1341",45
"CL0000057.1342",43
"CL0000057.1343",43
"CL0000057.1344",46
"CL0000057.1345",48
"CL0000057.1346",32
"CL0000057.1347",44
"CL0000057.1348",46
"CL0000057.1349",37
"CL0000057.1350",47
"CL0000057.1351",33
"CL0000057.1352",105
"CL0000057.1353",43
"CL0000057.1354",47
"CL0000057.1355",47
"CL0000057.1356",102
"CL0000057.1357",43
"CL0000057.1358",37
"CL0000057.1359",37
"CL0000057.1360",37
"CL0000057.1361",45
"CL0000057.1362",30
"CL0000057.1363",43
"CL0000057.1364",43
"CL0000057.1365",34
"CL0000057.1366",35
"CL0000057.1367",44
"CL0000057.1368",45
"CL0000057.1369",45
"CL0000057.1370",28
"CL0000057.1371",35
"CL0000057.1372",35
"CL0000057.1373",105
"CL0000057.1374",41
"CL0000057.1375",43
"CL0000057.1376",42
"CL0000057.1377",38
"CL0000057.1378",37
"CL0000057.1379",45
"CL0000057.1380",37
"CL0000057.1381",41
"CL0000057.1382",46
"CL0000057.1383",41
"CL0000057.1384",37
"CL0000057.1385",32
"CL0000057.1386",41
"CL0000057.1387",48
"CL0000057.1388",105
"CL0000057.1389",46
"CL0000057.1390",43
"CL0000057.1391",47
"CL0000057.1392",41
"CL0000057.1393",37
"CL0000057.1394",42
"CL0000057.1395",46
"CL0000057.1396",41
"CL0000057.1397",38
"CL0000057.1398",47
"CL0000057.1399",102
"CL0000057.1400",102
"CL0000057.1401",42
"CL0000057.1402",42
"CL0000057.1403",42
"CL0000057.1404",33
"CL0000057.1405",43
"CL0000057.1406",46
"CL0000057.1407",37
"CL0000057.1408",39
"CL0000057.1409",45
"CL0000057.1410",32
"CL0000057.1411",37
"CL0000057.1412",42
"CL0000057.1413",38
"CL0000057.1414",37
"CL0000057.1415",105
"CL0000057.1416",105
"CL0000057.1417",35
"CL0000057.1418",39
"CL0000057.1419",43
"CL0000057.1420",41
"CL0000057.1421",105
"CL0000057.1422",105
"CL0000057.1423",43
"CL0000057.1424",47
"CL0000057.1425",41
"CL0000057.1426",41
"CL0000057.1427",102
"CL0000057.1428",39
"CL0000057.1429",44
"CL0000057.1430",38
"CL0000057.1431",37
"CL0000057.1432",43
"CL0000057.1433",42
"CL0000057.1434",35
"CL0000057.1435",43
"CL0000057.1436",37
"CL0000057.1437",104
"CL0000057.1438",45
"CL0000057.1439",46
"CL0000057.1440",41
"CL0000057.1441",42
"CL0000057.1442",39
"CL0000057.1443",43
"CL0000057.1444",46
"CL0000057.1445",34
"CL0000057.1446",43
"CL0000057.1447",37
"CL0000057.1448",44
"CL0000057.1449",37
"CL0000057.1450",44
"CL0000057.1451",45
"CL0000057.1452",29
"CL0000057.1453",45
"CL0000057.1454",37
"CL0000057.1455",37
"CL0000057.1456",46
"CL0000057.1457",102
"CL0000057.1458",35
"CL0000057.1459",105
"CL0000057.1460",43
"CL0000057.1461",44
"CL0000057.1462",104
"CL0000057.1463",38
"CL0000057.1464",105
"CL0000057.1465",44
"CL0000057.1466",102
"CL0000057.1467",46
"CL0000057.1468",48
"CL0000057.1469",38
"CL0000057.1470",39
"CL0000057.1471",40
"CL0000057.1472",44
"CL0000057.1473",46
"CL0000057.1474",43
"CL0000057.1475",32
"CL0000057.1476",39
"CL0000057.1477",37
"CL0000057.1478",39
"CL0000057.1479",43
"CL0000057.1480",31
"CL0000057.1481",35
"CL0000057.1482",45
"CL0000057.1483",46
"CL0000057.1484",35
"CL0000057.1485",47
"CL0000057.1486",45
"CL0000057.1487",43
"CL0000057.1488",44
"CL0000057.1489",43
"CL0000057.1490",44
"CL0000057.1491",47
"CL0000057.1492",45
"CL0000057.1493",94
"CL0000057.1494",38
"CL0000057.1495",28
"CL0000057.1496",41
"CL0000057.1497",43
"CL0000057.1498",43
"CL0000057.1499",43
"CL0000057.1500",37
"CL0000057.1501",38
"CL0000057.1502",102
"CL0000057.1503",46
"CL0000057.1504",46
"CL0000057.1505",38
"CL0000057.1506",43
"CL0000057.1507",28
"CL0000057.1508",28
"CL0000057.1509",46
"CL0000057.1510",36
"CL0000057.1511",104
"CL0000057.1512",35
"CL0000057.1513",42
"CL0000057.1514",44
"CL0000057.1515",41
"CL0000057.1516",105
"CL0000057.1517",37
"CL0000057.1518",46
"CL0000057.1519",105
"CL0000057.1520",37
"CL0000057.1521",37
"CL0000057.1522",105
"CL0000057.1523",41
"CL0000057.1524",43
"CL0000057.1525",105
"CL0000057.1526",42
"CL0000057.1527",42
"CL0000057.1528",37
"CL0000057.1529",41
"CL0000057.1530",37
"CL0000057.1531",43
"CL0000057.1532",105
"CL0000057.1533",44
"CL0000057.1534",42
"CL0000057.1535",47
"CL0000057.1536",105
"CL0000057.1537",37
"CL0000057.1538",105
"CL0000057.1539",29
"CL0000057.1540",105
"CL0000057.1541",45
"CL0000057.1542",43
"CL0000057.1543",44
"CL0000057.1544",43
"CL0000057.1545",43
"CL0000057.1546",43
"CL0000057.1547",43
"CL0000057.1548",46
"CL0000057.1549",105
"CL0000057.1550",28
"CL0000057.1551",45
"CL0000057.1552",47
"CL0000057.1553",39
"CL0000057.1554",41
"CL0000057.1555",104
"CL0000057.1556",34
"CL0000057.1557",38
"CL0000057.1558",44
"CL0000057.1559",29
"CL0000057.1560",30
"CL0000057.1561",44
"CL0000057.1562",43
"CL0000057.1563",35
"CL0000057.1564",33
"CL0000057.1565",105
"CL0000057.1566",44
"CL0000057.1567",45
"CL0000057.1568",44
"CL0000057.1569",38
"CL0000057.1570",34
"CL0000057.1571",37
"CL0000057.1572",33
"CL0000057.1573",43
"CL0000057.1574",104
"CL0000057.1575",37
"CL0000057.1576",41
"CL0000057.1577",38
"CL0000057.1578",35
"CL0000057.1579",32
"CL0000057.1580",43
"CL0000057.1581",12
"CL0000057.1582",28
"CL0000057.1583",42
"CL0000057.1584",44
"CL0000057.1585",44
"CL0000057.1586",38
"CL0000057.1587",47
"CL0000057.1588",39
"CL0000057.1589",41
"CL0000057.1590",34
"CL0000057.1591",38
"CL0000057.1592",43
"CL0000057.1593",47
"CL0000057.1594",44
"CL0000057.1595",42
"CL0000057.1596",46
"CL0000057.1597",37
"CL0000057.1598",37
"CL0000057.1599",105
"CL0000057.1600",44
"CL0000057.1601",42
"CL0000057.1602",41
"CL0000057.1603",41
"CL0000057.1604",43
"CL0000057.1605",44
"CL0000057.1606",102
"CL0000057.1607",47
"CL0000057.1608",102
"CL0000057.1609",43
"CL0000057.1610",43
"CL0000057.1611",39
"CL0000057.1612",43
"CL0000057.1613",33
"CL0000057.1614",38
"CL0000057.1615",102
"CL0000057.1616",37
"CL0000057.1617",37
"CL0000057.1618",43
"CL0000057.1619",42
"CL0000057.1620",43
"CL0000057.1621",45
"CL0000057.1622",43
"CL0000057.1623",104
"CL0000057.1624",44
"CL0000057.1625",44
"CL0000057.1626",104
"CL0000057.1627",32
"CL0000057.1628",38
"CL0000057.1629",46
"CL0000057.1630",43
"CL0000057.1631",44
"CL0000057.1632",105
"CL0000057.1633",43
"CL0000057.1634",45
"CL0000057.1635",45
"CL0000057.1636",46
"CL0000057.1637",48
"CL0000057.1638",105
"CL0000057.1639",47
"CL0000057.1640",35
"CL0000057.1641",44
"CL0000057.1642",35
"CL0000057.1643",104
"CL0000057.1644",37
"CL0000057.1645",44
"CL0000057.1646",34
"CL0000057.1647",38
"CL0000057.1648",38
"CL0000057.1649",37
"CL0000057.1650",47
"CL0000057.1651",35
"CL0000057.1652",43
"CL0000057.1653",46
"CL0000057.1654",47
"CL0000057.1655",104
"CL0000057.1656",102
"CL0000057.1657",43
"CL0000057.1658",38
"CL0000057.1659",43
"CL0000057.1660",45
"CL0000057.1661",46
"CL0000057.1662",46
"CL0000057.1663",41
"CL0000057.1664",37
"CL0000057.1665",45
"CL0000057.1666",41
"CL0000057.1667",104
"CL0000057.1668",44
"CL0000057.1669",102
"CL0000057.1670",35
"CL0000057.1671",35
"CL0000057.1672",102
"CL0000057.1673",47
"CL0000057.1674",37
"CL0000057.1675",105
"CL0000057.1676",34
"CL0000057.1677",43
"CL0000057.1678",37
"CL0000057.1679",37
"CL0000057.1680",41
"CL0000057.1681",35
"CL0000057.1682",45
"CL0000057.1683",35
"CL0000057.1684",37
"CL0000057.1685",45
"CL0000057.1686",35
"CL0000057.1687",43
"CL0000057.1688",105
"CL0000057.1689",105
"CL0000057.1690",43
"CL0000057.1691",35
"CL0000057.1692",41
"CL0000057.1693",43
"CL0000057.1694",44
"CL0000057.1695",43
"CL0000057.1696",37
"CL0000057.1697",42
"CL0000057.1698",43
"CL0000057.1699",43
"CL0000057.1700",44
"CL0000057.1701",29
"CL0000057.1702",37
"CL0000057.1703",35
"CL0000057.1704",45
"CL0000057.1705",35
"CL0000057.1706",105
"CL0000057.1707",37
"CL0000057.1708",41
"CL0000057.1709",45
"CL0000057.1710",31
"CL0000057.1711",105
"CL0000057.1712",37
"CL0000057.1713",41
"CL0000057.1714",41
"CL0000057.1715",44
"CL0000057.1716",44
"CL0000057.1717",33
"CL0000057.1718",39
"CL0000057.1719",41
"CL0000057.1720",47
"CL0000057.1721",39
"CL0000057.1722",42
"CL0000057.1723",37
"CL0000057.1724",29
"CL0000057.1725",37
"CL0000057.1726",38
"CL0000057.1727",44
"CL0000057.1728",37
"CL0000057.1729",43
"CL0000057.1730",44
"CL0000057.1731",30
"CL0000057.1732",28
"CL0000057.1733",46
"CL0000057.1734",35
"CL0000057.1735",104
"CL0000057.1736",105
"CL0000057.1737",32
"CL0000057.1738",39
"CL0000057.1739",44
"CL0000057.1740",43
"CL0000057.1741",43
"CL0000057.1742",40
"CL0000057.1743",35
"CL0000057.1744",38
"CL0000057.1745",38
"CL0000057.1746",16
"CL0000057.1747",36
"CL0000057.1748",42
"CL0000057.1749",47
"CL0000057.1750",37
"CL0000057.1751",44
"CL0000057.1752",45
"CL0000057.1753",105
"CL0000057.1754",44
"CL0000057.1755",44
"CL0000057.1756",41
"CL0000057.1757",30
"CL0000057.1758",48
"CL0000057.1759",41
"CL0000057.1760",45
"CL0000057.1761",39
"CL0000057.1762",102
"CL0000057.1763",42
"CL0000057.1764",37
"CL0000057.1765",45
"CL0000057.1766",102
"CL0000057.1767",44
"CL0000057.1768",43
"CL0000057.1769",35
"CL0000057.1770",44
"CL0000057.1771",47
"CL0000057.1772",35
"CL0000057.1773",48
"CL0000057.1774",48
"CL0000057.1775",48
"CL0000057.1776",47
"CL0000057.1777",43
"CL0000057.1778",45
"CL0000057.1779",45
"CL0000057.1780",43
"CL0000057.1781",43
"CL0000057.1782",37
"CL0000057.1783",38
"CL0000057.1784",37
"CL0000057.1785",104
"CL0000057.1786",42
"CL0000057.1787",43
"CL0000057.1788",45
"CL0000057.1789",105
"CL0000057.1790",34
"CL0000057.1791",46
"CL0000057.1792",41
"CL0000057.1793",37
"CL0000057.1794",105
"CL0000057.1795",44
"CL0000057.1796",43
"CL0000057.1797",43
"CL0000057.1798",39
"CL0000057.1799",41
"CL0000057.1800",43
"CL0000057.1801",41
"CL0000057.1802",38
"CL0000057.1803",28
"CL0000057.1804",39
"CL0000057.1805",43
"CL0000057.1806",44
"CL0000057.1807",44
"CL0000057.1808",32
"CL0000057.1809",44
"CL0000057.1810",43
"CL0000057.1811",44
"CL0000057.1812",38
"CL0000057.1813",35
"CL0000057.1814",37
"CL0000057.1815",44
"CL0000057.1816",43
"CL0000057.1817",43
"CL0000057.1818",38
"CL0000057.1819",43
"CL0000057.1820",40
"CL0000057.1821",37
"CL0000057.1822",38
"CL0000057.1823",44
"CL0000057.1824",38
"CL0000057.1825",34
"CL0000057.1826",47
"CL0000057.1827",28
"CL0000057.1828",90
"CL0000057.1829",39
"CL0000057.1830",41
"CL0000057.1831",44
"CL0000057.1832",43
"CL0000057.1833",43
"CL0000057.1834",104
"CL0000057.1835",45
"CL0000057.1836",35
"CL0000057.1837",44
"CL0000057.1838",37
"CL0000057.1839",48
"CL0000057.1840",46
"CL0000057.1841",105
"CL0000057.1842",45
"CL0000057.1843",45
"CL0000057.1844",45
"CL0000057.1845",41
"CL0000057.1846",38
"CL0000057.1847",105
"CL0000057.1848",48
"CL0000057.1849",47
"CL0000057.1850",35
"CL0000057.1851",46
"CL0000057.1852",46
"CL0000057.1853",40
"CL0000057.1854",104
"CL0000057.1855",42
"CL0000057.1856",44
"CL0000057.1857",105
"CL0000057.1858",37
"CL0000057.1859",46
"CL0000057.1860",48
"CL0000057.1861",44
"CL0000057.1862",44
"CL0000057.1863",42
"CL0000057.1864",102
"CL0000057.1865",43
"CL0000057.1866",43
"CL0000057.1867",41
"CL0000057.1868",43
"CL0000057.1869",38
"CL0000057.1870",33
"CL0000057.1871",47
"CL0000057.1872",43
"CL0000057.1873",105
"CL0000057.1874",43
"CL0000057.1875",43
"CL0000057.1876",43
"CL0000057.1877",104
"CL0000057.1878",102
"CL0000057.1879",43
"CL0000057.1880",105
"CL0000057.1881",43
"CL0000057.1882",105
"CL0000057.1883",47
"CL0000057.1884",41
"CL0000057.1885",38
"CL0000057.1886",105
"CL0000057.1887",44
"CL0000057.1888",43
"CL0000057.1889",43
"CL0000057.1890",104
"CL0000057.1891",35
"CL0000057.1892",43
"CL0000057.1893",43
"CL0000057.1894",39
"CL0000057.1895",39
"CL0000057.1896",33
"CL0000057.1897",37
"CL0000057.1898",45
"CL0000057.1899",39
"CL0000057.1900",47
"CL0000057.1901",42
"CL0000057.1902",105
"CL0000057.1903",39
"CL0000057.1904",37
"CL0000057.1905",37
"CL0000057.1906",36
"CL0000057.1907",38
"CL0000057.1908",102
"CL0000057.1909",43
"CL0000057.1910",46
"CL0000057.1911",29
"CL0000057.1912",43
"CL0000057.1913",105
"CL0000057.1914",40
"CL0000057.1915",31
"CL0000057.1916",46
"CL0000057.1917",39
"CL0000057.1918",32
"CL0000057.1919",37
"CL0000057.1920",38
"CL0000057.1921",44
"CL0000057.1922",76
"CL0000057.1923",42
"CL0000057.1924",35
"CL0000057.1925",46
"CL0000057.1926",42
"CL0000057.1927",2
"CL0000057.1928",41
"CL0000057.1929",43
"CL0000057.1930",41
"CL0000057.1931",47
"CL0000057.1932",44
"CL0000057.1933",43
"CL0000057.1934",34
"CL0000057.1935",46
"CL0000057.1936",105
"CL0000057.1937",38
"CL0000057.1938",43
"CL0000057.1939",37
"CL0000057.1940",44
"CL0000057.1941",43
"CL0000057.1942",32
"CL0000057.1943",90
"CL0000057.1944",38
"CL0000057.1945",37
"CL0000057.1946",42
"CL0000057.1947",34
"CL0000057.1948",32
"CL0000057.1949",39
"CL0000057.1950",37
"CL0000057.1951",43
"CL0000057.1952",46
"CL0000057.1953",43
"CL0000057.1954",38
"CL0000057.1955",41
"CL0000057.1956",43
"CL0000057.1957",105
"CL0000057.1958",37
"CL0000057.1959",44
"CL0000057.1960",105
"CL0000057.1961",30
"CL0000057.1962",105
"CL0000057.1963",35
"CL0000057.1964",44
"CL0000057.1965",46
"CL0000057.1966",39
"CL0000057.1967",45
"CL0000057.1968",105
"CL0000057.1969",41
"CL0000057.1970",43
"CL0000057.1971",39
"CL0000057.1972",44
"CL0000057.1973",105
"CL0000057.1974",105
"CL0000057.1975",32
"CL0000057.1976",47
"CL0000057.1977",37
"CL0000057.1978",45
"CL0000057.1979",38
"CL0000057.1980",46
"CL0000057.1981",37
"CL0000057.1982",44
"CL0000057.1983",39
"CL0000057.1984",43
"CL0000057.1985",105
"CL0000057.1986",41
"CL0000057.1987",43
"CL0000057.1988",35
"CL0000057.1989",43
"CL0000057.1990",44
"CL0000057.1991",46
"CL0000057.1992",39
"CL0000057.1993",38
"CL0000057.1994",37
"CL0000057.1995",43
"CL0000057.1996",43
"CL0000057.1997",102
"CL0000057.1998",41
"CL0000057.1999",34
"CL0000057.2000",44
"CL0000057.2001",44
"CL0000057.2002",43
"CL0000057.2003",102
"CL0000057.2004",102
"CL0000057.2005",28
"CL0000057.2006",38
"CL0000057.2007",39
"CL0000057.2008",105
"CL0000057.2009",43
"CL0000057.2010",44
"CL0000057.2011",39
"CL0000057.2012",45
"CL0000057.2013",48
"CL0000057.2014",42
"CL0000057.2015",41
"CL0000057.2016",105
"CL0000057.2017",37
"CL0000057.2018",45
"CL0000057.2019",44
"CL0000057.2020",44
"CL0000057.2021",47
"CL0000057.2022",105
"CL0000057.2023",43
"CL0000057.2024",45
"CL0000057.2025",43
"CL0000057.2026",104
"CL0000057.2027",43
"CL0000057.2028",46
"CL0000057.2029",45
"CL0000057.2030",105
"CL0000057.2031",38
"CL0000057.2032",43
"CL0000057.2033",38
"CL0000057.2034",42
"CL0000057.2035",44
"CL0000057.2036",35
"CL0000057.2037",37
"CL0000057.2038",41
"CL0000057.2039",41
"CL0000057.2040",38
"CL0000057.2041",37
"CL0000057.2042",47
"CL0000057.2043",38
"CL0000057.2044",45
"CL0000057.2045",43
"CL0000057.2046",43
"CL0000057.2047",41
"CL0000057.2048",37
"CL0000057.2049",28
"CL0000057.2050",46
"CL0000057.2051",45
"CL0000057.2052",37
"CL0000057.2053",39
"CL0000057.2054",46
"CL0000057.2055",37
"CL0000057.2056",43
"CL0000057.2057",46
"CL0000057.2058",48
"CL0000057.2059",43
"CL0000057.2060",29
"CL0000057.2061",38
"CL0000057.2062",39
"CL0000057.2063",35
"CL0000057.2064",44
"CL0000057.2065",37
"CL0000057.2066",32
"CL0000057.2067",43
"CL0000057.2068",43
"CL0000057.2069",37
"CL0000057.2070",47
"CL0000057.2071",37
"CL0000057.2072",35
"CL0000057.2073",102
"CL0000057.2074",39
"CL0000057.2075",30
"CL0000057.2076",31
"CL0000057.2077",33
"CL0000057.2078",31
"CL0000057.2079",28
"CL0000057.2080",30
"CL0000057.2081",30
"CL0000057.2082",47
"CL0000057.2083",39
"CL0000057.2084",35
"CL0000057.2085",42
"CL0000057.2086",30
"CL0000057.2087",32
"CL0000057.2088",28
"CL0000057.2089",30
"CL0000057.2090",104
"CL0000057.2091",31
"CL0000057.2092",29
"CL0000057.2093",30
"CL0000057.2094",36
"CL0000057.2095",48
"CL0000057.2096",102
"CL0000057.2097",102
"CL0000057.2098",28
"CL0000057.2099",31
"CL0000057.2100",40
"CL0000057.2101",39
"CL0000057.2102",28
"CL0000057.2103",34
"CL0000057.2104",104
"CL0000057.2105",34
"CL0000057.2106",48
"CL0000057.2107",105
"CL0000057.2108",33
"CL0000057.2109",48
"CL0000057.2110",28
"CL0000057.2111",35
"CL0000057.2112",32
"CL0000057.2113",36
"CL0000057.2114",44
"CL0000057.2115",104
"CL0000057.2116",47
"CL0000057.2117",48
"CL0000057.2118",30
"CL0000057.2119",102
"CL0000057.2120",28
"CL0000057.2121",105
"CL0000057.2122",47
"CL0000057.2123",39
"CL0000057.2124",31
"CL0000057.2125",36
"CL0000057.2126",44
"CL0000057.2127",30
"CL0000057.2128",33
"CL0000057.2129",33
"CL0000057.2130",28
"CL0000057.2131",48
"CL0000057.2132",29
"CL0000057.2133",30
"CL0000057.2134",105
"CL0000057.2135",47
"CL0000057.2136",40
"CL0000057.2137",29
"CL0000057.2138",32
"CL0000057.2139",44
"CL0000057.2140",31
"CL0000057.2141",104
"CL0000057.2142",30
"CL0000057.2143",33
"CL0000057.2144",35
"CL0000057.2145",48
"CL0000057.2146",48
"CL0000057.2147",40
"CL0000057.2148",31
"CL0000057.2149",29
"CL0000057.2150",33
"CL0000057.2151",28
"CL0000057.2152",35
"CL0000057.2153",47
"CL0000057.2154",36
"CL0000057.2155",34
"CL0000057.2156",32
"CL0000057.2157",102
"CL0000057.2158",31
"CL0000057.2159",35
"CL0000057.2160",28
"CL0000057.2161",30
"CL0000057.2162",102
"CL0000057.2163",30
"CL0000057.2164",36
"CL0000057.2165",39
"CL0000057.2166",28
"CL0000057.2167",39
"CL0000057.2168",39
"CL0000057.2169",36
"CL0000057.2170",36
"CL0000057.2171",48
"CL0000057.2172",33
"CL0000057.2173",35
"CL0000057.2174",104
"CL0000057.2175",34
"CL0000057.2176",31
"CL0000057.2177",32
"CL0000057.2178",31
"CL0000057.2179",28
"CL0000057.2180",48
"CL0000057.2181",48
"CL0000057.2182",28
"CL0000057.2183",34
"CL0000057.2184",39
"CL0000057.2185",33
"CL0000057.2186",32
"CL0000057.2187",35
"CL0000057.2188",48
"CL0000057.2189",102
"CL0000057.2190",35
"CL0000057.2191",40
"CL0000057.2192",48
"CL0000057.2193",102
"CL0000057.2194",43
"CL0000057.2195",35
"CL0000057.2196",31
"CL0000057.2197",33
"CL0000057.2198",41
"CL0000057.2199",36
"CL0000057.2200",39
"CL0000057.2201",48
"CL0000057.2202",40
"CL0000057.2203",35
"CL0000057.2204",28
"CL0000057.2205",33
"CL0000057.2206",28
"CL0000057.2207",28
"CL0000057.2208",36
"CL0000057.2209",31
"CL0000057.2210",46
"CL0000057.2211",29
"CL0000057.2212",102
"CL0000057.2213",47
"CL0000057.2214",34
"CL0000057.2215",47
"CL0000057.2216",47
"CL0000057.2217",102
"CL0000057.2218",31
"CL0000057.2219",48
"CL0000057.2220",102
"CL0000057.2221",104
"CL0000057.2222",33
"CL0000057.2223",35
"CL0000057.2224",28
"CL0000057.2225",33
"CL0000057.2226",29
"CL0000057.2227",48
"CL0000057.2228",33
"CL0000057.2229",104
"CL0000057.2230",32
"CL0000057.2231",45
"CL0000057.2232",39
"CL0000057.2233",32
"CL0000057.2234",30
"CL0000057.2235",28
"CL0000057.2236",34
"CL0000057.2237",31
"CL0000057.2238",29
"CL0000057.2239",29
"CL0000057.2240",33
"CL0000057.2241",36
"CL0000057.2242",30
"CL0000057.2243",36
"CL0000057.2244",30
"CL0000057.2245",104
"CL0000057.2246",28
"CL0000057.2247",32
"CL0000057.2248",104
"CL0000057.2249",28
"CL0000057.2250",35
"CL0000057.2251",36
"CL0000057.2252",28
"CL0000057.2253",30
"CL0000057.2254",39
"CL0000057.2255",42
"CL0000057.2256",28
"CL0000057.2257",33
"CL0000057.2258",31
"CL0000057.2259",40
"CL0000057.2260",102
"CL0000057.2261",102
"CL0000057.2262",34
"CL0000057.2263",34
"CL0000057.2264",102
"CL0000057.2265",39
"CL0000057.2266",38
"CL0000057.2267",104
"CL0000057.2268",29
"CL0000057.2269",34
"CL0000057.2270",40
"CL0000057.2271",30
"CL0000057.2272",29
"CL0000057.2273",102
"CL0000057.2274",102
"CL0000057.2275",39
"CL0000057.2276",47
"CL0000057.2277",104
"CL0000057.2278",30
"CL0000057.2279",33
"CL0000057.2280",48
"CL0000057.2281",33
"CL0000057.2282",40
"CL0000057.2283",32
"CL0000057.2284",40
"CL0000057.2285",29
"CL0000057.2286",30
"CL0000057.2287",105
"CL0000057.2288",34
"CL0000057.2289",34
"CL0000057.2290",28
"CL0000057.2291",105
"CL0000057.2292",28
"CL0000057.2293",31
"CL0000057.2294",102
"CL0000057.2295",31
"CL0000057.2296",40
"CL0000057.2297",104
"CL0000057.2298",33
"CL0000057.2299",102
"CL0000057.2300",48
"CL0000057.2301",31
"CL0000057.2302",104
"CL0000057.2303",29
"CL0000057.2304",29
"CL0000057.2305",29
"CL0000057.2306",102
"CL0000057.2307",40
"CL0000057.2308",39
"CL0000057.2309",35
"CL0000057.2310",35
"CL0000057.2311",35
"CL0000057.2312",30
"CL0000057.2313",102
"CL0000057.2314",48
"CL0000057.2315",40
"CL0000057.2316",28
"CL0000057.2317",28
"CL0000057.2318",36
"CL0000057.2319",30
"CL0000057.2320",104
"CL0000057.2321",33
"CL0000057.2322",32
"CL0000057.2323",30
"CL0000057.2324",30
"CL0000057.2325",30
"CL0000057.2326",34
"CL0000057.2327",44
"CL0000057.2328",34
"CL0000057.2329",102
"CL0000057.2330",102
"CL0000057.2331",39
"CL0000057.2332",40
"CL0000057.2333",48
"CL0000057.2334",33
"CL0000057.2335",28
"CL0000057.2336",102
"CL0000057.2337",39
"CL0000057.2338",104
"CL0000057.2339",47
"CL0000057.2340",41
"CL0000057.2341",102
"CL0000057.2342",104
"CL0000057.2343",35
"CL0000057.2344",104
"CL0000057.2345",39
"CL0000057.2346",31
"CL0000057.2347",47
"CL0000057.2348",28
"CL0000057.2349",105
"CL0000057.2350",32
"CL0000057.2351",33
"CL0000057.2352",36
"CL0000057.2353",31
"CL0000057.2354",104
"CL0000057.2355",104
"CL0000057.2356",47
"CL0000057.2357",34
"CL0000057.2358",39
"CL0000057.2359",34
"CL0000057.2360",36
"CL0000057.2361",43
"CL0000057.2362",32
"CL0000057.2363",31
"CL0000057.2364",102
"CL0000057.2365",104
"CL0000057.2366",44
"CL0000057.2367",47
"CL0000057.2368",46
"CL0000057.2369",36
"CL0000057.2370",30
"CL0000057.2371",33
"CL0000057.2372",102
"CL0000057.2373",32
"CL0000057.2374",48
"CL0000057.2375",30
"CL0000057.2376",23
"CL0000057.2377",40
"CL0000057.2378",34
"CL0000057.2379",102
"CL0000057.2380",30
"CL0000057.2381",36
"CL0000057.2382",33
"CL0000057.2383",29
"CL0000057.2384",34
"CL0000057.2385",40
"CL0000057.2386",36
"CL0000057.2387",102
"CL0000057.2388",38
"CL0000057.2389",2
"CL0000057.2390",28
"CL0000057.2391",34
"CL0000057.2392",38
"CL0000057.2393",32
"CL0000057.2394",34
"CL0000057.2395",46
"CL0000057.2396",105
"CL0000057.2397",48
"CL0000057.2398",36
"CL0000057.2399",32
"CL0000057.2400",40
"CL0000057.2401",43
"CL0000057.2402",105
"CL0000057.2403",41
"CL0000057.2404",35
"CL0000057.2405",35
"CL0000057.2406",48
"CL0000057.2407",31
"CL0000057.2408",39
"CL0000057.2409",36
"CL0000057.2410",30
"CL0000057.2411",34
"CL0000057.2412",33
"CL0000057.2413",44
"CL0000057.2414",35
"CL0000057.2415",28
"CL0000057.2416",29
"CL0000057.2417",28
"CL0000057.2418",29
"CL0000057.2419",28
"CL0000057.2420",40
"CL0000057.2421",30
"CL0000057.2422",35
"CL0000057.2423",28
"CL0000057.2424",105
"CL0000057.2425",36
"CL0000057.2426",42
"CL0000057.2427",104
"CL0000057.2428",38
"CL0000057.2429",36
"CL0000057.2430",30
"CL0000057.2431",28
"CL0000057.2432",31
"CL0000057.2433",28
"CL0000057.2434",34
"CL0000057.2435",47
"CL0000057.2436",47
"CL0000057.2437",29
"CL0000057.2438",30
"CL0000057.2439",28
"CL0000057.2440",31
"CL0000057.2441",32
"CL0000057.2442",30
"CL0000057.2443",28
"CL0000057.2444",104
"CL0000057.2445",32
"CL0000057.2446",36
"CL0000057.2447",30
"CL0000057.2448",32
"CL0000057.2449",104
"CL0000057.2450",104
"CL0000057.2451",28
"CL0000057.2452",102
"CL0000057.2453",28
"CL0000057.2454",33
"CL0000057.2455",29
"CL0000057.2456",104
"CL0000057.2457",35
"CL0000057.2458",30
"CL0000057.2459",40
"CL0000057.2460",29
"CL0000057.2461",104
"CL0000057.2462",31
"CL0000057.2463",30
"CL0000057.2464",32
"CL0000057.2465",39
"CL0000057.2466",102
"CL0000057.2467",28
"CL0000057.2468",39
"CL0000057.2469",104
"CL0000057.2470",46
"CL0000057.2471",34
"CL0000057.2472",36
"CL0000057.2473",30
"CL0000057.2474",105
"CL0000057.2475",32
"CL0000057.2476",32
"CL0000057.2477",32
"CL0000057.2478",40
"CL0000057.2479",32
"CL0000057.2480",30
"CL0000057.2481",105
"CL0000057.2482",28
"CL0000057.2483",29
"CL0000057.2484",32
"CL0000057.2485",31
"CL0000057.2486",34
"CL0000057.2487",31
"CL0000057.2488",102
"CL0000057.2489",40
"CL0000057.2490",35
"CL0000057.2491",47
"CL0000057.2492",47
"CL0000057.2493",104
"CL0000057.2494",38
"CL0000057.2495",36
"CL0000057.2496",30
"CL0000057.2497",40
"CL0000057.2498",30
"CL0000057.2499",32
"CL0000057.2500",33
"CL0000057.2501",105
